アクター設定,アーシア 驚き・動揺,,
本文,そういえば…,By the way\c\.,
本文,孤児院の方々って,is this everyone from the orphanage?,
アクター設定,アーシア 驚き・動揺,,
本文,\N[6]さん \N[2]さん\.,\N[6]\c\. \N[2]\c\.,
本文,\N[11]さん…,\N[11]...,
アクター設定,アーシア 驚き・動揺,,
本文,\N[13]さん \N[12]さん\.,\N[13]\c\. and \N[12]?,
本文,で全員でしたっけ？,,
アクター設定,リン 通常,,
本文,んー？\.,Hmm?\.,
本文,そうだよ,Yeah.,
アクター設定,アーシア 通常,,
本文,他に誰かいませんでした？,Is there anyone else?,
アクター設定,リン 通常,,
本文,…？,...?,
アクター設定,リン 通常,,
本文,いないと思うよ,I don't think so.,
アクター設定,アーシア 通常,,
本文,そうっすか…,I see.,
アクター設定,アーシア 通常,,
本文,\N[11]さんはしっかり者なんですね,You've got a solid head on those shoulders.,
アクター設定,リン 通常,,
本文,そんなことないよぉ,That's not true.,
アクター設定,リン 通常,,
本文,でも\.,Although\c\.,
本文,\N[6]さんはたまにうっかりミスするし…,\N[6] makes some stupid mistakes,sometimes.
アクター設定,リン 通常,,
本文,\N[12]は突然あそびにやってくるし…,\N[12] will drop by to hang out,suddenly sometimes.
アクター設定,リン 通常,,
本文,\N[13]は料理以外はあんまりだし…,And \N[13] only has cooking going for him.,
アクター設定,リン 通常,,
本文,ここはやっぱり！\.,So I have to keep it together!\.,
本文,あたしがしっかりしないと,,
アクター設定,アーシア 笑顔,,
本文,ほぅ…\.,I see.\.,
本文,健気ですなぁ,That's admirable.,
アクター設定,アーシア 通常,,
本文,こんにちわ！,Hello!,
アクター設定,リン 通常,,
本文,あ…！\.,Oh!\.,
本文,魔法使いのお姉ちゃんだ！,It's the magic lady!,
アクター設定,リン 通常,,
本文,こんにちわ！,Hello!,
アクター設定,アーシア 勝利・喜び,,
本文,元気いっぱいっすね,You're full of energy today.,
アクター設定,リン 通常,,
本文,うん,Yeah.,
アクター設定,リン 通常,,
本文,あたしがしっかりしないと\.,Because I have to be the one\.,
本文,ダメだからね,to keep things together.,
アクター設定,アーシア 通常,,
本文,そうなんすか？,Really?,
アクター設定,リン 通常,,
本文,みんな放っておけないんだもん,Everyone needs me.,
