アクター設定,,,
本文,ピアノが置かれている,There's a piano.,
アクター設定,カイト 通常,,
本文,パーティの時\.,I went and tuned it,
本文,勝手に調律しちゃったけど,during the party\c but...,
アクター設定,カイト 通常,,
本文,大丈夫だった？,The owner wasn't mad\c right?,
アクター設定,ニナ 通常,,
本文,うん\.,Oh\c no\c he wasn't.\.,
本文,マスターは特に何も…,He didn't say anything in particular.,
アクター設定,ニナ 通常,,
本文,\N[5]\. やっぱり\.,\N[5]\c\. I always had a feeling\.,
本文,調律できるんだね,you could tune pianos well.,
アクター設定,カイト 笑顔,,
本文,そんなことないよ,Oh\c I don't know about "well.",
アクター設定,カイト 笑顔,,
本文,音程 合わせられるぐらいで,I can fix the pitch up a bit\c but,
本文,特別に勉強したわけでもないし,I haven't really studied it up.,
アクター設定,カイト 笑顔,,
本文,でも ピアノって演奏する人もそうだけど,Still\c a piano sounds totally,different depending
本文,調律によって全然音の鳴り方が違うんだよ,on who's playing it\c and how it's tuned.,
アクター設定,カイト 笑顔,,
本文,あと 設置する場所とか,Oh\c and the place where it's set up,
本文,反響する具合によって響き方が変わったり…,changes the echoes\c which also ,affects how it sounds.
アクター設定,ニナ 通常,,
本文,へ\. へぇ…,O-\.Oh\c really...?,
アクター設定,アーシア 笑顔,,
本文,（あの\N[2]さんが\.,(Whoa\c even \N[2]'s,
本文,　若干引いてる…！）,a little weirded out!),
アクター設定,マリー 驚き・動揺,,
本文,（オタク特有の饒舌ってやつだ！）,(I guess this is what happens,when you nerd out.)
