アクター設定,マリー 通常,,
本文,本日より非常勤講師として,I'm \N[4]\c,
本文,働くことになりました\. \N[4]です,and it's my first day,as your part-time lecturer.
アクター設定,マリー 通常,,
本文,担当は…\.,I haven't been given\.,
本文,まだ決まってませんが,a homeroom yet...,
アクター設定,マリー 笑顔,,
本文,よろしくお願いします,But it's nice to meet you all.,
アクター設定,生徒Ａ 通常,,
本文,（あの問題児が非常勤講師だって…）,(That problem student is,a part-time lecturer now.)
アクター設定,生徒Ｂ 通常,,
本文,（どうやらコネで入ったらしいよ）,(Apparently she got the job,through her connections.)
アクター設定,生徒Ａ 通常,,
本文,（うわぁ…ヤダヤダ\.,(That's just great.,
本文,　教え子の時も相手したくなかったのに）,I didn't want to deal with her,when she was a student.)
アクター設定,生徒Ａ 通常,,
本文,（なんで戻ってくるのよ！）,(Why did she come back?!),
アクター設定,生徒Ａ 通常,,
本文,\N[4]さんよろしくね\.,Welcome aboard.,
本文,私のこと覚えてる？,Do you remember me?,
アクター設定,マリー 笑顔,,
本文,もちろんですよ～,Of course.,
アクター設定,マリー 笑顔,,
本文,生徒の時\.,You helped me out so much\.,
本文,先生にはお世話になりましたから～,when I was a student.,
アクター設定,生徒Ｂ 通常,,
本文,わからないことがあったら\.,Feel free to come to me\.,
本文,なんでも聞いてくれよな,if you have any questions.,
アクター設定,マリー 通常,,
本文,はーい\.,Okay!\.,
本文,ありがとうございます～,Thank you.,
