アクター設定,マリー 通常,,
本文,やったね \N[2]くん\.,Great\c \N[2]!,
本文,間に合ったじゃん！,We made it in time!,
アクター設定,マリー 通常,,
本文,もう\.ちょこっと欠けてるけど,Looks like the eclipse isn't,in full swing yet\c though.
アクター設定,ニナ 通常,,
本文,ドントサワハット,I wonder if the flower's really here?,
アクター設定,ニナ 驚き・動揺,,
本文,本当にあるんでしょうか…,The boomnswish?,
アクター設定,マリー 通常,,
本文,んー…\.,Hmm...\.,
本文,いろんな草花が茂ってるけど,There's a bunch of flowers around here\c,
アクター設定,マリー 通常,,
本文,どんな花なのか\.,but I've got no idea,
本文,アタシは知らないよ？,which one it is.,
アクター設定,ニナ 驚き・動揺,,
本文,えっ？,Huh?,
アクター設定,マリー 通常,,
本文,いや だってさ,I mean\c think about it.,
アクター設定,マリー 笑顔,,
本文,日食のときにしか咲かないんだったら,If it only blooms when there's,a solar eclipse\c
アクター設定,マリー 笑顔,,
本文,日食にならないとわかんないじゃん,you can't tell until the,eclipse happens\c right?
アクター設定,ニナ 通常,,
本文,それはそうですけど…,True...,
アクター設定,マリー 通常,,
本文,だからさ\.,Which only means one thing.,
本文,静かに待つしかないじゃん？,We've got to sit back and wait.,
アクター設定,レミィ 通常,,
本文,日食が…,The eclipse.,
アクター設定,レミィ 通常,,
本文,進んでいくわ,It's happening.,
アクター設定,マリー 通常,,
本文,…,...,
アクター設定,ニナ 通常,,
本文,…,...,
アクター設定,ニナ 通常,,
本文,本当に暗くなっていくんですね,It really is getting darker.,
アクター設定,レミィ 通常,,
本文,そのうち夜みたいになるわ,It'll be like night before long.,
アクター設定,マリー 通常,,
本文,けっこう…\.,It feels pretty...\.,
本文,神秘的だね,otherworldly.,
アクター設定,レミィ 通常,,
本文,…,...,
アクター設定,ニナ 通常,,
本文,…,...,
アクター設定,マリー 通常,,
本文,…？,...?,
アクター設定,マリー 通常,,
本文,今なにか聞こえなかった？,Did you hear something?,
アクター設定,ニナ 驚き・動揺,,
本文,えっ…？,Huh...?,
アクター設定,ニナ 驚き・動揺,,
本文,ひゃ！\.\^,Eep!\.\^,
アクター設定,マリー 驚き・動揺,,
本文,おおぉ！\.,Ohh!\.,
