アクター設定,守衛 通常,
本文,こらこら！\.,Hey!\.
本文,ちょっと キミ…,You...
アクター設定,守衛 通常,
本文,入館証は？,Where's your pass?
アクター設定,カイト 通常,
本文,えーっ\.と…,Umm...\.
アクター設定,守衛 通常,
本文,この入館証…\.,This pass is from\.
本文,五年も前のじゃないか,five years ago.
アクター設定,守衛 通常,
本文,期限切れてるぞ,It's expired.
アクター設定,アーシア 通常,
本文,ダメですよ！\.,\N[5]!
本文,\N[5]さん,
アクター設定,アーシア 通常,
本文,もうとっくに\.,You graduated school\.
本文,学校は卒業してるじゃないですか,ages ago.
アクター設定,カイト 驚き・動揺,
本文,あれ…？,Huh?
アクター設定,カイト 通常,
本文,…,...
アクター設定,カイト 笑顔,
本文,そ\. そうでしたね\.,R-Right.\.
本文,ごめんなさい,I'm sorry.
アクター設定,カイト 笑顔,
本文,（本当に…\.,(It really has been five years.)
本文,　五年過ぎてるんだ）,
