アクター設定,ハティ 不信・怒り,
本文,１カ月前にあんなことがあって,I was worried with what happened
本文,心配してたけど,a month ago.
アクター設定,ハティ 不信・怒り,
本文,平和そうで良かったぜ,I'm glad everything is peaceful.
アクター設定,アーシア 通常,
本文,ところで…,By the way...
アクター設定,アーシア 通常,
本文,\N[12]さんは１カ月ほど\.,You were gone\.
本文,この街を離れてたんですよね？,for about a month.
アクター設定,ハティ 不信・怒り,
本文,あぁ\.,Yeah.\.
本文,西国に帰ってたからな,I went back home to the west.
アクター設定,アーシア 笑顔,
本文,ほぉほぉ,I see.
アクター設定,アーシア 通常,
本文,つかぬことお聞きしますが…,This is a bit unrelated\c\.
アクター設定,アーシア 通常,
本文,\N[5]さんってご存じありません？,but do you know a \N[5]?
アクター設定,ハティ 不信・怒り,
本文,\N[5]…？,\N[5]?
アクター設定,ハティ 不信・怒り,
本文,いや\. 知らないな,No\c\. I don't.
アクター設定,アーシア 驚き・動揺,
本文,…！,...!
アクター設定,アーシア 通常,
本文,そうっすか,I see.
アクター設定,ハティ 不信・怒り,
本文,探しているのか？,Are you looking for them?
アクター設定,アーシア 勝利・喜び,
本文,いえいえ\.,No.\.
本文,聞いてみただけです,Just wanted to ask.
アクター設定,アーシア 笑顔,
本文,どうか ひとつ！\.,Don't give it any mind!
本文,お気になさらずに,
アクター設定,ハティ 不信・怒り,
本文,怪しい…,How suspicious...
アクター設定,アーシア 勝利・喜び,
本文,ん…\.,Hm?\.
本文,何がです？,What is?
アクター設定,ハティ 不信・怒り,
本文,孤児院は人を雇うほど,I don't think the orphanage can
本文,余裕がないはずだぜ,afford to hire more people.
アクター設定,アーシア 笑顔,
本文,その心配には及ばんぜ,You don't need to worry about that.
アクター設定,ハティ 不信・怒り,
本文,どういうことだ？,What do you mean?
アクター設定,アーシア 通常,
本文,ボランティアみたいなものなんで,I'm like a volunteer.
アクター設定,アーシア 笑顔,
本文,気にしないで問題ないっすよ,So don't worry about it.
アクター設定,アーシア 通常,
本文,こんにちわ！,Hello!
アクター設定,ハティ 不信・怒り,
本文,…！,...!
アクター設定,ハティ 不信・怒り,
本文,どちら様ですか？,Who are you?
アクター設定,アーシア 通常,
本文,初めましてでしたっけ？,Have we not met?
アクター設定,アーシア 通常,
本文,\N[1]といいます,I'm \N[1].
アクター設定,アーシア 笑顔,
本文,最近 やってきた\.,I'm\. a new helper.
本文,お手伝いさんですよ,
アクター設定,ハティ 不信・怒り,
本文,お手伝い…？,Helper?
アクター設定,アーシア 勝利・喜び,
本文,ですです！\.,Yeah!\.
本文,よろしくお願いしますぜよ,Nice to meet you.
