アクター設定,偏屈じいさん 通常,,
本文,お主も魔法使いなのか！？,Are you a wizard\c too?!,
アクター設定,ニナ 通常,,
本文,おじいさん\.,Sir.\.,
本文,わたしは喫茶店のウェイトレスですよ,I'm a cafe waitress.,
アクター設定,偏屈じいさん 通常,,
本文,お\. おお！\.,Oh.\. Oh!\.,
本文,そうじゃった,That's right.,
アクター設定,偏屈じいさん 通常,,
本文,すまんのぅ\.,Sorry.\.,
本文,最近 魔法使いの娘をよく見るんじゃ,I've been seeing a lot of,wizard girls lately.
アクター設定,偏屈じいさん 通常,,
本文,男どもは何をふぬけておる！\.,What are the men doing?!\.,
本文,女子供が真面目に働いているというのに,Little girls are working so diligently.,
アクター設定,マリー 笑顔,,
本文,おじいさんには\.,Do school teachers\.,
本文,学校の先生が魔法使いに見えるのかね？,look like wizards to you?,
アクター設定,偏屈じいさん 通常,,
本文,なんじゃ…\.,Oh.\. Oh!\.,
本文,そうかい\. 先生かい,You're a teacher.,
アクター設定,マリー 不信・怒り,,
本文,（耄碌じじい…）,(Senile old man...),
