アクター設定,ものぐさ魔法使い 通常,
本文,\N[3]さん,\N[3]
本文,人使い荒いかもだけど,is a bit rough.
アクター設定,ものぐさ魔法使い 通常,
本文,まぁ 給料は良いんで,But the pay is good.
アクター設定,ものぐさ魔法使い 通常,
本文,適当にやっときゃ,You do the work\c
本文,損はしないっスよ,and it's worth your time.
アクター設定,ものぐさ魔法使い 通常,
本文,\N[3]さんも,She sure
本文,抜け目ないっスね,has a keen eye.
アクター設定,カイト 通常,
本文,…？,...?
アクター設定,ものぐさ魔法使い 通常,
本文,君 いくつよ？,How old are you?
アクター設定,カイト 通常,
本文,年齢ですか？\.,You mean my age?\.
本文,１３ですけど,I'm 13.
アクター設定,ものぐさ魔法使い 通常,
本文,うぉーい\. さすがに,Whoa!\.
本文,犯罪臭がするっスよ,I thought I smelled jail bait.
アクター設定,ものぐさ魔法使い 通常,
本文,ちーっス,Sup.
アクター設定,ものぐさ魔法使い 通常,
本文,君 新しく入った子だっけ？,Are you the new kid?
アクター設定,カイト 通常,
本文,いえ…,No.
本文,ボクは,I'm...
アクター設定,ものぐさ魔法使い 通常,
本文,タメでよろっス\.,Let's keep it casual!\.
本文,気楽に行きたいんで,
アクター設定,カイト 通常,
本文,は はぁ…,O-Okay...
