アクター設定,オルフェ 通常,
本文,料理してるとき…,When \N[6] is cooking\c
アクター設定,オルフェ 通常,
本文,\N[6]お姉ちゃん,she has this scary look.
本文,すごい怖い顔してたね,
アクター設定,カイト 通常,
本文,あれはね\.,She's just being really careful
本文,火をちゃんと扱ってるか注意してたんだよ,around the fire.
アクター設定,オルフェ 通常,
本文,そうだったんだ,I didn't know that.
アクター設定,オルフェ 通常,
本文,怒ってるんじゃないか,I was always nervous
本文,ドキドキしたよ,she was angry or something.
アクター設定,オルフェ 通常,
本文,\N[5]兄ちゃん\.,Thank you for teaching me\.
本文,この間は料理教えてくれてありがとう,how to cook the other day.
アクター設定,カイト 笑顔,
本文,どういたしまして,You're welcome.
アクター設定,オルフェ 通常,
本文,また今度一緒にしようよ,Let's cook together sometime soon.
アクター設定,カイト 笑顔,
本文,もちろんいいよ,Of course.
