アクター設定,お姉さん魔法使い 通常,,
本文,でもねえ\.,But\c you know\c\.,
本文,戦争が終わっちゃうと,with the war over...,
アクター設定,お姉さん魔法使い 通常,,
本文,軍事力は不要だし,No one needs soldiers anymore...,
アクター設定,お姉さん魔法使い 通常,,
本文,街には変な噂が流れているし,There's all these weird,rumors in town...
アクター設定,お姉さん魔法使い 通常,,
本文,居場所がなくなっちゃってね,It all came together and...,I lost my place.
アクター設定,お姉さん魔法使い 通常,,
本文,領主を継いだ\N[3]さんに\.,If \N[3] hadn't inherited the estate,
本文,拾われてなかったら,and picked me up\c well...,
アクター設定,お姉さん魔法使い 通常,,
本文,今頃 どうなってたのかなあ,I don't know where I'd be around now.,
アクター設定,カイト 通常,,
本文,（\N[3]さんって,(\N[3] is a pretty,
本文,　優しい人なんだなぁ）,nice person\c isn't she?),
アクター設定,お姉さん魔法使い 通常,,
本文,いいなあ,That's so nice!,
本文,わたしも一緒に戦いたかったな,I wish I could've fought with you\c too.,
アクター設定,カイト 通常,,
本文,そうなんですか？,Really?,
アクター設定,お姉さん魔法使い 通常,,
本文,元々 わたしはさ,Well\c you see...,
アクター設定,お姉さん魔法使い 通常,,
本文,魔法使いの兵隊として,I was a wizard in the army.,
本文,戦争に行ってたんだよ,They had me going to war.,
アクター設定,お姉さん魔法使い 通常,,
本文,その時から,\N[3]'s something of a,
本文,\N[3]さんと一緒 戦友なんだよ,war buddy from back then.,
アクター設定,カイト 通常,,
本文,それは…,Wow\c I...,
本文,知りませんでした,I didn't know.,
アクター設定,お姉さん魔法使い 通常,,
本文,聞いたよ,\N[3] has told,
本文,\N[3]さんから,me all about it!,
アクター設定,カイト 通常,,
本文,えっ…？,A-About what?,
アクター設定,お姉さん魔法使い 通常,,
本文,魔法でどんどん,How you took out a,
本文,敵をなぎ倒してったって！,bunch of enemies with magic!,
アクター設定,カイト 通常,,
本文,それは…,Well...,
アクター設定,カイト 笑顔,,
本文,まぁ そうするしかなかったので,I kind of had no choice\c so...,
