アクター設定,,,,
本文,相性の合わない二人\|\^,Like Cats and Dogs\|\^,,
アクター設定,ノエル 通常,,,
本文,この先は盗賊のアジトだ,The bandit hideout's just up ahead.,,
アクター設定,ノエル 通常,,,
本文,孤児院の子どもたちも\.,The kids from the orphanage,,
本文,そこに捕まってるはずだぜ,should be there\c\.,all tied up and junk.,
アクター設定,ニナ 不信・怒り,,,
本文,どうしてあなたが\.,And why do,,
本文,そんなことを知ってるの？,you know that?,,
アクター設定,ノエル 通常,,,
本文,別に知ってたっていいじゃねえか！,Like\c who cares if I do?!,,
アクター設定,カイト 通常,,,
本文,ボクは\N[14]を…,I think \N[14]'s...,,
選択肢の準備,信じる,信じない,Telling the truth.,Lying.
選択肢の遷移先,0,信じる,Telling the truth.,
アクター設定,ノエル 通常,,,
本文,\N[5] オマエ,\N[5]!,,
本文,いいヤツだな,You're a good guy!,,
選択肢の遷移先,1,信じない,Lying.,
アクター設定,ノエル 通常,,,
本文,\N[5] オマエ,\N[5]!,,
本文,薄情なヤツだな！,You're crueler than I thought!,,
アクター設定,リン 通常,,,
本文,\N[2]おねえちゃん！,\N[2]!,,
アクター設定,ニナ 驚き・動揺,,,
本文,\N[11]！\.,\N[11]!\.,,
本文,大丈夫！？ \.怪我してない？,Are you okay?!\. You're not hurt?,,
アクター設定,ニナ 驚き・動揺,,,
本文,何があったの！？,What happened?!,,
アクター設定,リン 通常,,,
本文,あ あのね…,U-Um\c well...,,
アクター設定,リン 通常,,,
本文,よくわからないんだけど,I was just doing my thing\c\.,,
アクター設定,リン 通常,,,
本文,知らない人達が,and then these weirdos,,
本文,孤児院に入ってきて…,barged into the orphanage...,,
アクター設定,リン 通常,,,
本文,怖かったよ～,I was so scared!,,
アクター設定,ノエル 通常,,,
本文,アタシの言った通りじゃねえか！,See\c what did I tell you?!,,
アクター設定,ニナ 特殊１,,,
本文,…,...,,
アクター設定,ニナ 特殊１,,,
本文,\N[12]と\N[13]は？,Where's \N[12] and \N[13]?,,
アクター設定,リン 通常,,,
本文,わかんない\. けど,I dunno\c\. but,,
本文,まだ中にいると思う,I think they're still inside.,,
アクター設定,ニナ 特殊１,,,
本文,そう…,Yeah?,,
アクター設定,マリー 通常,,,
本文,ほんとは救援を求めたほうが\.,Personally\c I think we should,,
本文,いいと思うんだけどさ,call for help\c\. but...,,
アクター設定,マリー 通常,,,
本文,そうも言ってられなそうだし\.,It doesn't look like we have that,,
本文,先に進もうよ,kinda time. Let's keep going.,,
アクター設定,ニナ 特殊１,,,
本文,わかりました…,Got it...,,
