アクター設定,ミシェル 通常,,,
本文,\N[5]さん,\N[5].,,
アクター設定,ミシェル 特殊１,,,
本文,念のため\.,I just want to check\.,,
本文,確認をします,to make sure.,,
アクター設定,ミシェル 特殊１,,,
本文,問題がなければ…,If you have no problem with it...,,
アクター設定,ミシェル 特殊１,,,
本文,\N[5]さんの記憶を消します,I will erase your memories.,,
アクター設定,ミシェル 特殊１,,,
本文,記憶を消した後\.,After your memories are erased\c\.,,
本文,\N[5]さんはこの装置から解放され…,you will be released from this device,,
アクター設定,ミシェル 特殊１,,,
本文,\N[4]と出会う前\.,and your memories will be set\.,,
本文,今からちょうど五年前の記憶の状態で,to five years ago before you met,\N[4].,
アクター設定,ミシェル 不信・怒り,,,
本文,\N[5]さんの新しい人生が始まります,Then your new life will begin.,,
アクター設定,ミシェル 特殊１,,,
本文,もちろん…,Of course\c\.,,
アクター設定,ミシェル 特殊１,,,
本文,ここに戻ってくることも\.,you won't be able to return here.,,
本文,できなくなります,,,
アクター設定,ミシェル 特殊１,,,
本文,大切な思い出とは\.,You will also never be able to\.,,
本文,二度と触れ合えなくなります,enjoy your important memories.,,
アクター設定,ミシェル 特殊１,,,
本文,重要な選択ですから\.,This is an important decision.\.,,
本文,慎重に選んでください,Please choose carefully.,,
アクター設定,,,,
本文,はい…,Yes\c,,
本文,わかっています,I understand.,,
アクター設定,,,,
本文,ボクは…,I...,,
選択肢の準備,記憶を消す,まだ残っていたい,I want to erase my memories.,I want to stay here a bit longer.
選択肢の遷移先,0,記憶を消す,I want to erase my memories.,
選択肢の遷移先,1,まだ残っていたい,I want to stay here a bit longer.,
アクター設定,ミシェル 通常,,,
本文,そうですか…,I see.,,
アクター設定,ミシェル 通常,,,
本文,ワタシたちが観せた記憶は\.,The memories we showed you\.,,
本文,とても大切なものだと思います,are very precious.,,
アクター設定,ミシェル 特殊１,,,
本文,\N[5]さんの気が済むまで\.,Please enjoy them\.,,
本文,どうぞ ゆっくりしていってください,to your heart's content.,,
