アクター設定,ソラ 通常,
本文,しかしまぁ…\.,Man.\.
本文,\N[7]と\N[4]は似てないよな,You and \N[7] are nothing alike.
アクター設定,マリー 通常,
本文,そりゃあ\.,That's because\.
本文,母親が違うからじゃん,we have different mothers.
アクター設定,ソラ 不信・怒り,
本文,いいや…\.,You're too spoiled.
本文,\N[4]は甘やかされすぎだからだ,
アクター設定,マリー 笑顔,
本文,そりゃあ\.,That's because\. I'm cute.
本文,可愛いからでしょ,
アクター設定,マリー 特殊１,
本文,ね？\. ねぇ？,Right?\. Right?
アクター設定,ソラ 特殊１,
本文,…,...
アクター設定,ソラ 特殊１,
本文,人に物を頼むなら\.,There's a proper way
本文,頼み方っていうものがだな…,to ask a favor.
アクター設定,マリー 通常,
本文,お姉ちゃんはやってくれるよ,My sister will do it.
アクター設定,ソラ 不信・怒り,
本文,\N[7]は\N[4]の姉だから\.じゃない？,That's because she's your sister.
アクター設定,マリー 驚き・動揺,
本文,ん…\. お姉ちゃんなら\.,Hm?\. My sister would do\.
本文,誰の頼みも喜んで応じるよ,anyone a favor.
アクター設定,ソラ 驚き・動揺,
本文,え！？\.,What?!\.
本文,誰にでも…？,Anyone?
アクター設定,マリー 通常,
本文,うーん…,Hmm...
アクター設定,マリー 笑顔,
本文,お姉ちゃん\.,That's the way she is.\.
本文,そういう性格だから仕方ないじゃん,She can't help it.
アクター設定,ソラ 特殊１,
本文,確かに…,That's true...
本文,それはそうだけど,
アクター設定,ソラ 驚き・動揺,
本文,…,...
アクター設定,ソラ 特殊１,
本文,誰の頼みでも…,A favor for anyone...
アクター設定,マリー 通常,
本文,…？,...?
アクター設定,ソラ 通常,
本文,\N[4]じゃない,If it isn't \N[4].
アクター設定,マリー 笑顔,
本文,遊びに来たよ,I came to hang out.
アクター設定,マリー 通常,
本文,\N[6]！\. コーヒー牛乳,\N[6]!\. Coffee milk.
アクター設定,ソラ 不信・怒り,
本文,…,...
アクター設定,ソラ 不信・怒り,
本文,自分でやれ,Get it yourself.
アクター設定,マリー 驚き・動揺,
本文,えぇ\.,What?\.
本文,せっかく来たのに…,But I came all the way here.
