アクター設定,マリー 笑顔,,,
本文,やぁ\. \N[2]くん！\.,Hey\c\. \N[2]!\.,,
本文,今日はどうしたのかね？,What brings you here?,,
アクター設定,ニナ 驚き・動揺,,,
本文,どうしたのって…,What do you mean?,,
選択肢の準備,昨日の夜の件で…,特に何も…,You asked me to come last night.,Nothing particularly.
選択肢の遷移先,0,昨日の夜の件で…,You asked me to come last night.,
アクター設定,マリー 通常,,,
本文,うん\. そうだったね,Oh\c\. that's right.,,
アクター設定,マリー 特殊１,,,
本文,イエスタデイ！,Yesterday!,,
アクター設定,ニナ 不信・怒り,,,
本文,…,...,,
アクター設定,ニナ 驚き・動揺,,,
本文,はぁ…？,Huh?,,
アクター設定,マリー 通常,,,
本文,まぁ\. 宿直タイムまでゆっくりしてってよ,Let's just relax\. until my night watch begins.,,
アクター設定,ニナ 通常,,,
本文,はぁ…,Okay...,,
選択肢の遷移先,1,特に何も…,Nothing particularly.,
