アクター設定,ソラ 通常,
本文,キミは確か…,You're...
アクター設定,ソラ 通常,
本文,\N[5]…\.,\N[5]...\.
本文,だったっけ？,Right?
アクター設定,カイト 通常,
本文,あれ…？,Huh?
アクター設定,カイト 通常,
本文,自己紹介しましたっけ,Have I introduced myself already?
アクター設定,ソラ 驚き・動揺,
本文,いや…,No.
アクター設定,ソラ 驚き・動揺,
本文,\N[1]から聞いてたから,I heard about you from \N[1].
アクター設定,カイト 笑顔,
本文,そうなんですね,I see.
アクター設定,カイト 笑顔,
本文,はじめまして\.,Nice to meet you.\.
本文,\N[5]といいます,I'm \N[5].
アクター設定,ソラ 笑顔,
本文,アタシは\N[6]だ,I'm \N[6].
アクター設定,ソラ 通常,
本文,ロストワールドで\.,I run an orphanage\.
本文,孤児院をやっている,in the Lost World.
アクター設定,ソラ 笑顔,
本文,よろしく頼むよ,Nice to meet you.
