アクター設定,マリー 通常,,
本文,ちなみに炎属性の魔法が得意な人は\.,There's also this trend where people,
本文,料理が上手という傾向があるのだよ,who are skilled with fire magic,are good at cooking.
アクター設定,オルフェ 通常,,
本文,へぇ\. そうなんだぁ,Really?,
アクター設定,マリー 通常,,
本文,\N[13]くんは料理が好きなんだってねぇ,You like to cook\c right?,
アクター設定,オルフェ 通常,,
本文,まぁね…,Yeah.,
アクター設定,マリー 通常,,
本文,アタシのために\.,You wouldn't want to\.,
本文,コーヒー牛乳を用意する気はないかね？,get me some coffee milk\c would you?,
アクター設定,オルフェ 通常,,
本文,えっと…,Um...,
アクター設定,マリー 通常,,
本文,ん…？,Hm?,
アクター設定,オルフェ 通常,,
本文,うしろに…,Behind you.,
アクター設定,マリー 驚き・動揺,,
本文,…,...,
アクター設定,ソラ 不信・怒り,,
本文,子供相手に何やってんだ！,What are you doing with a child?!,
アクター設定,マリー 笑顔,,
本文,冗談じゃん\. 冗談！,I'm kidding!\. Come on!,
アクター設定,ソラ 特殊１,,
本文,まったく…,Honestly.,
