アクター設定,オルフェ 通常,
本文,今日の夕飯なにかなぁ,I wonder what's for dinner tonight.
アクター設定,オルフェ 通常,
本文,\N[5]兄ちゃんは\.,Hey\c \N[5]\c\.
本文,どこで料理覚えたの？,where'd you learn to cook?
アクター設定,カイト 通常,
本文,学校の寮にいたとき\.,When I lived in the dorms\c
本文,寮の先生に教えてもらったんだ,the dorm supervisor taught me.
アクター設定,オルフェ 通常,
本文,へぇ…,Huh...
アクター設定,オルフェ 通常,
本文,ぼくも覚えたら料理できるようになるかな？,Think I could cook if I learned how?
アクター設定,カイト 通常,
本文,それは もちろん,Yeah\c definitely.
アクター設定,カイト 通常,
本文,とはいっても\.,Still\c
本文,ボクもそこまで得意なわけじゃないけどね,it's not like I'm really good at it.
