アクター設定,吟遊詩人志望 通常,,
本文,君も一緒にやらないか！,You want to join us?!,
アクター設定,吟遊詩人志望 通常,,
本文,バンドメンバー募集中だよ！,We're currently auditioning band mates!,
アクター設定,吟遊詩人志望 通常,,
本文,君も一緒にやらないか！,You want to join us?!,
アクター設定,マリー 通常,,
本文,何の話？,What are you talking about?,
アクター設定,吟遊詩人志望 通常,,
本文,音楽はみんなの心を一つにする\.,Music is a wonderful thing\.,
本文,すばらしいものだよ！,that connects everyone!,
アクター設定,マリー 通常,,
本文,宗教？,Is this a religion?,
アクター設定,吟遊詩人志望 通常,,
本文,バンドだよ！\. バンドの勧誘！,We're a band!\.,I'm recruiting you for the band!
アクター設定,マリー 笑顔,,
本文,ビジュアル担当なら任せたまへ,I'll take care of the look.,
アクター設定,吟遊詩人志望 通常,,
本文,間に合ってまーす！,We're good!,
