アクター設定,緊張しい魔法使い 通常,
本文,こんにちわ\.,Hello.\.
本文,何かご用でしょうか？,What business do you have here?
アクター設定,アーシア 通常,
本文,こんちわっす！,Hello!\.
アクター設定,アーシア 笑顔,
本文,何か仕事ないっすか？,You got any jobs?
アクター設定,緊張しい魔法使い 笑顔,
本文,あなたに頼める仕事はありません,Nothing we would ask you to do.
アクター設定,アーシア 不信・怒り,
本文,速攻で否定されました！,A swift rejection!
アクター設定,緊張しい魔法使い 不信・怒り,
本文,あら…\.,Oh?\.
本文,あなたは？,Who are you?
アクター設定,アーシア 通常,
本文,目が覚めたんすよ,He woke up.
アクター設定,緊張しい魔法使い 通常,
本文,そうでしたか！,Oh!
アクター設定,カイト 驚き・動揺,
本文,えーっと…,Um...
アクター設定,カイト 笑顔,
本文,おかげさまで,Thank you.
アクター設定,緊張しい魔法使い 笑顔,
本文,色々と大変かもしれませんが\.,I know things won't be easy\c\.
本文,頑張ってくださいね,but keep it up.
アクター設定,カイト 通常,
本文,はい \.ありがとうございます,Yes\c\. thank you very much.
アクター設定,緊張しい魔法使い 笑顔,
本文,特にこの人は…,This person is especially...
アクター設定,アーシア 驚き・動揺,
本文,あたしがなんです？,I'm especially what?
アクター設定,アーシア 不信・怒り,
本文,まだ何も悪いことしてないですよ！,I haven't done anything bad yet!
アクター設定,アーシア 笑顔,
本文,最近は…,Lately...
アクター設定,緊張しい魔法使い 通常,
本文,…,...
アクター設定,カイト 通常,
本文,…,...
