アクター設定,アーシア 通常,
本文,ねぇねぇ,Hey.
アクター設定,緊張しい魔法使い 通常,
本文,…,...
アクター設定,アーシア 通常,
本文,この館にこの間まで\.,Was there a little boy\.
本文,小さい男の子 住んでませんでした？,who used to live here?
アクター設定,緊張しい魔法使い 通常,
本文,住んでません,No.
アクター設定,アーシア 驚き・動揺,
本文,…,...
アクター設定,アーシア 不信・怒り,
本文,そうっすか…,I see.
アクター設定,アーシア 通常,
本文,あのぅ\.,Um\c\.
本文,人を探しているんですが…,I'm looking for someone.
アクター設定,緊張しい魔法使い 通常,
本文,…！,...!
アクター設定,緊張しい魔法使い 通常,
本文,自分で探してください！,Find them yourself!
アクター設定,アーシア 不信・怒り,
本文,即答って…\.,That was a quick response.\.
本文,冷たくないです？,Aren't you being cold?
アクター設定,緊張しい魔法使い 通常,
本文,忙しいんです！\.,I'm busy!\.
本文,わかりませんか！？,Can't you see that?!
アクター設定,アーシア 勝利・喜び,
本文,忙しそうっすね,You seem busy.
アクター設定,緊張しい魔法使い 通常,
本文,わかっているなら\.,Then leave me alone\c please!
本文,話しかけないでください！,
