アクター設定,ソラ 通常,
本文,お金は後で出すから\.,I'll give you the money later\c\.
本文,良いものを選んでくるんだよ,just pick out something good.
アクター設定,カイト 通常,
本文,わかりました,Okay.
アクター設定,ソラ 驚き・動揺,
本文,悪い \N[5]\.,Sorry\c \N[5].\.
本文,\N[3]へのプレゼントなんだけど,About the present for \N[3]...
アクター設定,カイト 笑顔,
本文,ボクで良ければ\.,Would you like me to buy it?
本文,買ってきましょうか？,
アクター設定,ソラ 笑顔,
本文,フフ…\.,Hehe...\.
本文,気が利くじゃない,That's thoughtful of you.
アクター設定,カイト 通常,
本文,いえボクも,No\c I haven't gotten her
本文,まだ用意していなかっただけですよ,anything yet either.
アクター設定,ソラ 驚き・動揺,
本文,だったら,Then I guess we're both
本文,お互い様じゃない,bad friends.
アクター設定,カイト 通常,
本文,まぁ そうなんだけど,I can't argue with that.
アクター設定,ソラ 笑顔,
本文,なんてね…,Just kidding.
アクター設定,ソラ 通常,
本文,お金は後で出すから\.,I'll give you the money later\c\.
本文,良いものを選んでくるんだよ,just pick out something good.
アクター設定,カイト 通常,
本文,わかりました,Okay.
アクター設定,カイト 通常,
本文,慰労会の準備\.,Please take care of\.
本文,お願いしますね,the party preparations.
アクター設定,ソラ 笑顔,
本文,それは\.,Leave that to me!
本文,任せといて！,
アクター設定,カイト 通常,
本文,プレゼントは用意しましたか？,Did you get a present?
アクター設定,ソラ 笑顔,
本文,…,...
アクター設定,ソラ 特殊１,
本文,…忘れてた,I forgot.
