アクター設定,,
本文,…？,...?
アクター設定,,
本文,あれ…？\.,Huh...?\.
本文,見たことあるような…,You look familiar.
アクター設定,マリー 通常,
本文,他人の記憶を覗くの\.,This is the first time\.
本文,初めてやってみたけど…,I've looked into someone's memories.
アクター設定,マリー 不信・怒り,
本文,趣味じゃない\.,I don't like it.\.
本文,変な感じ…,
アクター設定,,
本文,誰だっけ？,Who were you again?
アクター設定,マリー 笑顔,
本文,202番くん？,Number 202?
アクター設定,,
本文,あたしのこと…？,Do you remember me?
アクター設定,マリー 通常,
本文,202番くん？\.,Number 202?\.
本文,苦しんでいるようだね,You look like you're in pain.
アクター設定,,
本文,苦しい…？\.,In pain...?\.
本文,そうでもないけど,Not really.
アクター設定,マリー 通常,
本文,ふーん…,Hmm...
アクター設定,マリー 通常,
本文,西国って…\.,There were a lot of rumors\.
本文,魔法に関して色んな噂があったけど,about magic in the west.
アクター設定,マリー 驚き・動揺,
本文,人体実験しているとは\.,Even I was surprised to learn\.
本文,さすがのアタシも驚きだよ！,that they were doing human experiments!
アクター設定,,
本文,人体実験…？,Human experiments?
アクター設定,マリー 驚き・動揺,
本文,…,...
アクター設定,マリー 不信・怒り,
本文,いい加減 起きたら？,Wake up already.
アクター設定,,
本文,起きる…？,Wake up...?
アクター設定,マリー 通常,
本文,だってアンタ\.,You're not really\.
本文,本当は202番じゃなくて…,Number 202.
アクター設定,マリー 笑顔,
本文,\N[1]って言うんでしょ？,You're \N[1].
アクター設定,,
本文,…！？,...?!
アクター設定,,
本文,\N[1],\N[1].
アクター設定,,
本文,そう…,That's right...
アクター設定,,
本文,あたしの名前は…,My name is...
