アクター設定,緊張しい魔法使い 通常,
本文,こ\. 今度！\.,U-Um!\. Hey\c\. if
本文,時間ができたらでいいんで,you have time...
アクター設定,緊張しい魔法使い 通常,
本文,一緒にお仕事してくれませんか？,Could we work together?
アクター設定,カイト 通常,
本文,え…？,Huh...?
アクター設定,緊張しい魔法使い 通常,
本文,い\. いえ！\.,O-\.Oh!\.
本文,請けもってる仕事が…,I mean\c this job I've taken...
アクター設定,緊張しい魔法使い 通常,
本文,一人だと\.,It's.\.
本文,心細いので,It's a little scary alone.
アクター設定,カイト 笑顔,
本文,もちろん 大丈夫ですよ,Oh\c I wouldn't mind at all.
アクター設定,緊張しい魔法使い 通常,
本文,あ\. ありがとうございます！,Th-\.Thank you!
アクター設定,カイト 笑顔,
本文,（もっと普通に話せれば\.,(If only she didn't sound
本文,　良いんだけどなぁ）,so nervous all the time...)
アクター設定,緊張しい魔法使い 通常,
本文,え\. えへへ…,Eh\c\. eheheh...
アクター設定,緊張しい魔法使い 通常,
本文,お\. お仕事には\.,H-Have you\c have you
本文,なれましたか！？,gotten used to work?!
アクター設定,カイト 通常,
本文,えぇ これからも,Yeah. Looking forward
本文,よろしくお願いします,to working with you.
アクター設定,緊張しい魔法使い 通常,
本文,え\. あ\.,O-Oh\c\. uh\c\.
本文,はい！,sure!
アクター設定,緊張しい魔法使い 通常,
本文,よろしくお願いします！,Me\c too!
アクター設定,緊張しい魔法使い 通常,
本文,あの…！,Um!
アクター設定,緊張しい魔法使い 通常,
本文,調子はどうですか…？,How are you feeling...?
アクター設定,緊張しい魔法使い 通常,
本文,あ！\.,U-\.Uh!\.
本文,べ\. べつに嫌なら,Y-\.You don't have to tell me\c if...
アクター設定,カイト 笑顔,
本文,調子は良いですよ,I'm feeling just fine.
アクター設定,緊張しい魔法使い 通常,
本文,そ\. そうですか,O-\.Oh\c you do?
本文,良かったです,Glad to hear it.
アクター設定,緊張しい魔法使い 通常,
本文,この間…\.,Because\c\. a while ago...
本文,落ち込んでたみたいでしたから,You seemed really down.
