アクター設定,行商人Ａ 通常,,
本文,…ということが\.,So that's what happened\.,
本文,旅の途中であったんだ,on our way here.,
アクター設定,,,
本文,へぇ…,I see.,
アクター設定,,,
本文,この世界には\.,There are many places\.,
本文,色んなところがあるんですね,in the world.,
アクター設定,,,
本文,そっか\. 海かぁ…\.,An ocean\c you said?\.,
本文,見てみたいなぁ,I'd love to see it one day.,
アクター設定,キース 通常,,
本文,ボクも海見たい,I want to see the ocean too.,
アクター設定,,,
本文,お二方とも\.,You two\.,
本文,色んな話を知っているんですね,are full of stories.,
アクター設定,行商人Ｂ 通常,,
本文,もう長いこと\.,We've been ,
本文,行商しているからね,peddlers for a long time.,
アクター設定,行商人Ｂ 通常,,
本文,でもね…,But...,
アクター設定,行商人Ｂ 通常,,
本文,もう行商は,we're thinking about,
本文,辞めようと思っているの,quitting the business.,
アクター設定,,,
本文,どうしてですか？,Why's that?,
アクター設定,行商人Ｂ 通常,,
本文,実は私達にも子供がいるのよ,We have a child as well.,
アクター設定,行商人Ｂ 通常,,
本文,\N[173]くんと同じぐらいのね,About the same age as \N[173].,
アクター設定,行商人Ａ 通常,,
本文,稼ぎのためとはいえ\.,I know we're out earning a living\c\.,
本文,ずっと留守番させてしまっているからな,but we're away from home so long.,
アクター設定,行商人Ａ 通常,,
本文,そろそろ腰を据えて,We're thinking about,
本文,定住しようかと,finally settling down somewhere.,
アクター設定,,,
本文,そうなんですね,I see.,
アクター設定,,,
本文,\N[173]はお母さんお父さんと,Would you be sad to be away,
本文,離れ離れになったら寂しい？,from your mom and dad all the time?,
アクター設定,キース 通常,,
本文,うん…,Yeah...,
アクター設定,キース 通常,,
本文,おかあさんとおとうさんと一緒がいい,I'd rather be with Mom and Dad.,
アクター設定,行商人Ｂ 通常,,
本文,ですって！,You heard him!,
アクター設定,行商人Ａ 通常,,
本文,これは困ったな,That's a problem.,
アクター設定,,,
本文,きっと帰りを待ちわびてますよ,I'm sure your child is waiting for you,to come home.
アクター設定,行商人Ａ 通常,,
本文,そうだと良いんだがな…,I hope so.,
アクター設定,,,
本文,えっ…？,Huh?,
