アクター設定,カイト 通常,,
本文,\N[4]先生,Miss \N[4].,
アクター設定,マリー 通常,,
本文,何？,What?,
アクター設定,カイト 通常,,
本文,いろいろと,Thanks.,
本文,ありがとうございます,For everything.,
アクター設定,マリー 通常,,
本文,へぃへぃ\.,Yeah\c yeah.\.,
本文,適当にどうぞ,No problem\c kid.,
アクター設定,マリー 通常,,
本文,調べものがあるなら\.,If there's something you,want to research\c
本文,この部屋 勝手に使っていいよ,help yourself to the books here.,
アクター設定,カイト 通常,,
本文,いいんですか？\.,Are you sure?\.,
本文,部外者なのに,It's not like I go here or anything.,
アクター設定,マリー 通常,,
本文,んー…\.,Mmm...\.,
本文,良いんじゃん？,Well\c why not?,
アクター設定,マリー 笑顔,,
本文,一応 卒業生だし,I mean\c you are an alum.,
アクター設定,マリー 通常,,
本文,そのかわり,In return\c though.,
アクター設定,マリー 笑顔,,
本文,暇になっちゃったから\.,I've got time on my hands\c\.,
本文,マモノ退治とか勝手についてくよ,so I'll tag along on your ,monster hunting trips.
アクター設定,マリー 笑顔,,
本文,隠れて監視する必要もなくなったし,I don't need to watch you from,the shadows anymore\c anyway.
アクター設定,マリー 通常,,
本文,それでオッケー？,That sound okay?,
アクター設定,カイト 通常,,
本文,別に 構わないです,I don't mind.,
アクター設定,,,
本文,\N[4]が仲間に加わった！,\N[4] joined your party!,
アクター設定,カイト 笑顔,,
本文,ところで…\.,That said\c uh...\.,
本文,今日も宿直なんですか？,Are you on night watch today?,
アクター設定,マリー 通常,,
本文,んー…\.,Mmm...\.,
本文,今日は非番だけど？,No\c not today.,
アクター設定,マリー 通常,,
本文,それがどうかした？,Why do you ask?,
アクター設定,カイト 通常,,
本文,あ…\. いえ\.,Oh\c er...\.,
本文,いつも大変そうだなって,You just seem to have,a lot on your plate.
アクター設定,マリー 通常,,
本文,そりゃあ\.,Well\c yeah.\.,
本文,一応 立派な社会人だからね,That's what being an adult is about.,
アクター設定,カイト 通常,,
本文,はぁ…,R-Right...,
アクター設定,マリー 通常,,
本文,でもさ,But\c I've got to ask.,
アクター設定,マリー 通常,,
本文,どーしても\.,What if you're in a situation where,
本文,脅さないとダメな状況になったら,you have to threaten someone?,
アクター設定,マリー 笑顔,,
本文,どうするつもりかね？,What are you going to do then?,
アクター設定,カイト 通常,,
本文,…,...,
アクター設定,カイト 不信・怒り,,
本文,\N[4]先生は,You're really mean\c,
本文,意地悪です,Miss \N[4].,
アクター設定,マリー 通常,,
本文,ふっふっふ,Heh heh.,
アクター設定,マリー 笑顔,,
本文,最近そのセリフ\.,I hear that a lot lately\c\.,
本文,よく聞くけど かわいいねぇ,but it's cute coming from you.,
アクター設定,カイト 不信・怒り,,
本文,…,...,
アクター設定,マリー 通常,,
本文,で？ 答えは？,Well? Let's hear your answer.,
アクター設定,カイト 不信・怒り,,
本文,ですから…\. しませんよ,I told you...I wouldn't do that.,
本文,確証がありませんから,I couldn't be certain\c anyway.,
アクター設定,マリー 通常,,
本文,おぉ…,Oh-hoh...,
アクター設定,マリー 不信・怒り,,
本文,やっぱり\.,You know\c,
本文,\N[5]くんは…,\N[5]\c you really are...,
アクター設定,マリー 不信・怒り,,
本文,\N[5]くんだね,...\N[5].,
アクター設定,マリー 通常,,
本文,ねぇ \N[5]くん,Hey\c \N[5].,
アクター設定,カイト 通常,,
本文,なんですか？,Yes? What is it?,
アクター設定,マリー 通常,,
本文,あの赤帽から\.,That girl in the red hat\.,
本文,どうやったら情報を聞き出せるのか,probably taught you all kinds of,
アクター設定,マリー 通常,,
本文,色々教わったのかもしれないけど,ways to make people,cough up info\c sure.
アクター設定,マリー 笑顔,,
本文,アタシはもっと簡単で\.,But I know a simpler\c\.,
本文,確実な方法を知ってるよ,more sure-fire way of doing things.,
アクター設定,カイト 通常,,
本文,…\.,...\.,
本文,暴力ですか？,Violence?,
アクター設定,マリー 驚き・動揺,,
本文,おおぅ！\.,Whoa!\.,
本文,いきなり当てられちった,You got it on the first try!,
アクター設定,マリー 笑顔,,
本文,で しないの？,So. Not gonna give it a whirl?,
アクター設定,マリー 笑顔,,
本文,この部屋には\.,There's no one in this,
本文,アタシ以外 誰もいないよ,room but us.,
アクター設定,カイト 不信・怒り,,
本文,しませんよ そんなこと,No\c I wouldn't!,
アクター設定,マリー 通常,,
本文,まぁ\.\N[5]くんに,Mm\c true\c \N[5].\.,
本文,そんな度胸はないもんね,You don't have the guts.,
アクター設定,カイト 不信・怒り,,
本文,\N[3]さんのところには\.,There wasn't much good info,
本文,めぼしい情報はなかったです,at \N[3]'s estate.,
アクター設定,カイト 不信・怒り,,
本文,さらわれた孤児院の子たちが,The kidnapped orphans,
本文,無事だったこと,ended up all right\c,
アクター設定,カイト 不信・怒り,,
本文,誘拐犯を処分したこと,and the culprits were dealt with.,
アクター設定,カイト 不信・怒り,,
本文,それぐらいしか…,That's about it.,
アクター設定,マリー 通常,,
本文,ふーん…,Hmm...,
アクター設定,マリー 通常,,
本文,めでたしめでたしって感じだね,All's well that ends well\c then?,
アクター設定,カイト 通常,,
本文,\N[4]先生,Miss \N[4].,
アクター設定,マリー 通常,,
本文,あぁ \N[5]くん,Yeah\c \N[5]?,
アクター設定,マリー 笑顔,,
本文,アタシは黙秘なんで\.,I'm holding onto my right,to remain silent\c\.
本文,何も聞かないでシャーラップだよ,so shut up and don't ask me anything.,
アクター設定,カイト 不信・怒り,,
