アクター設定,レミィ 通常,,,
本文,では…,Let's head to the orphanage then.,,
本文,孤児院に向かいましょう,,,
アクター設定,カイト 驚き・動揺,,,
本文,えっ！？,What?!,,
アクター設定,レミィ 通常,,,
本文,場所は知っているわね,You know where it is.,,
アクター設定,カイト 通常,,,
本文,もちろん\.,Of course I do.,,
本文,わかりますけど,,,
アクター設定,カイト 通常,,,
本文,（そういえば,(That reminds me\c,,
本文,　はじめて\N[3]さんと出会った時）,the first time I met \N[3]...),,
アクター設定,カイト 通常,,,
本文,（孤児院までの道を,(she asked me how to get,,
本文,　聞かれたんだっけ…）,to the orphanage.),,
アクター設定,カイト 通常,,,
本文,えーっと\.,Let's see\c\.,,
本文,孤児院は…,the orphanage is...,,
選択肢の準備,街の西ですね,街の南ですね,West of town.,South of town.
選択肢の遷移先,0,街の西ですね,West of town.,
アクター設定,レミィ 通常,,,
本文,…,...,,
アクター設定,レミィ 通常,,,
本文,では,Let's head over there\c then.,,
本文,向かいましょう,,,
アクター設定,カイト 通常,,,
本文,わかりました,Okay.,,
選択肢の遷移先,1,街の南ですね,South of town.,
アクター設定,レミィ 通常,,,
本文,…,...,,
アクター設定,レミィ 通常,,,
本文,では,Let's head over there\c then.,,
本文,向かいましょう,,,
アクター設定,カイト 驚き・動揺,,,
本文,あっ！,Oh!,,
アクター設定,レミィ 通常,,,
本文,何かしら？,What is it?,,
アクター設定,カイト 通常,,,
本文,ごめんなさい,I'm sorry\c,,
本文,本当は西でした,it's actually west.,,
アクター設定,レミィ 通常,,,
本文,…,...,,
アクター設定,レミィ 通常,,,
本文,では,Let's go that way\c then.,,
本文,向かいましょう,,,
アクター設定,カイト 通常,,,
本文,…,...,,
アクター設定,カイト 通常,,,
本文,（方向音痴なのかな…？）,(Maybe she has a bad sense of direction.),,
