アクター設定,アーシア 通常,
本文,\N[3]さん！\.,\N[3]!\.
本文,生きてたんすね！\|\^,You're alive!\|\^
アクター設定,アーシア 通常,
本文,この間は,That screw-up of
本文,あたしがポカしたせいで…\|\^,mine really cost...\|\^
アクター設定,レミィ 不信・怒り,
本文,…\|\^,...\|\^
アクター設定,レミィ 不信・怒り,
本文,皆のもの\.,Everyone\c\.
本文,この曲者を…\|\^,I order you...\|\^
アクター設定,レミィ 不信・怒り,
本文,引っ捕らえよ！\|\^,To capture this strange outsider!\|\^
アクター設定,現地人D 通常,
本文,✕△！\|\^,✕△!\|\^
アクター設定,現地人E 通常,
本文,○△！\|\^,○△!\|\^
アクター設定,アーシア 驚き・動揺,
本文,え…！\.,Huh?!\.
本文,ちょいちょい！\|\^,H-Hey\c hold up a second!\|\^
アクター設定,アーシア 不信・怒り,
本文,あたしのこと\.,Do you have a grudge against
本文,恨んでるんですか！？\|\^,me\c\. or something?!\|\^
アクター設定,アーシア 苦痛・ダメージ,
本文,強く引っ張らないでよぅ！\.,D-Don't drag me!\.
本文,抵抗しませんから！\|\^,I'm not resisting!\|\^
