アクター設定,,,,
本文,ズルして勝利するんだぜ\|\^,Sneak Out a Win\|\^,,
アクター設定,ニナ 特殊１,,,
本文,わたしは…\.,I...\.,,
本文,人を騙すのはよくないと思う,I don't think it's good to deceive people.,,
アクター設定,アーシア 驚き・動揺,,,
本文,まだその話 引きずるんですか？,You're still stuck on that?,,
アクター設定,ニナ 特殊１,,,
本文,あの子だって\.,That boy...\.,,
アクター設定,ニナ 特殊１,,,
本文,心の底から親の仇を\.,He probably wanted to avenge his,,
本文,とりたかったかもしれない,parents from the bottom of his heart.,,
アクター設定,アーシア 不信・怒り,,,
本文,そうはいってもですね,But\c still.,,
アクター設定,アーシア 驚き・動揺,,,
本文,仮に親の仇をとったとして\.,Even if he did avenge his parents\c,,
本文,その後のことはどうするんです？,what'll he do after that?,,
アクター設定,アーシア 通常,,,
本文,そもそも\.,He wasn't going to make,,
本文,あそこから生きて出られませんって,it out of there alive.,,
アクター設定,ニナ 不信・怒り,,,
本文,でも…！,But...!,,
アクター設定,アーシア 笑顔,,,
本文,もう…\. ,Heh...\.,,
本文,\N[2]さんは真面目ちゃんですね,Always the straight arrow\c huh\c \N[2].,,
アクター設定,ニナ 通常,,,
本文,\N[5]は…\.,\N[5]...\.,,
本文,どうすればよかったと思う？,What do you think he should have done?,,
アクター設定,カイト 通常,,,
本文,ボクは…,Me?,,
選択肢の準備,仇を取った方が,生きられる方が,Avenged his parents.,Tried to survive.
選択肢の遷移先,0,仇を取った方が,Avenged his parents.,
アクター設定,ニナ 特殊１,,,
本文,そう…\. なんだ,Oh...\.I see.,,
アクター設定,アーシア 驚き・動揺,,,
本文,えぇー！？ \N[5]少年\.,Huh?! \N[5]\c\.,,
本文,そっちだったんすか？,THAT'S what you picked?!,,
アクター設定,カイト 通常,,,
本文,あの子の気持ちを考えたら…,When I got to thinking about,his feelings...,
アクター設定,アーシア 悲しみ・焦り,,,
本文,マジっすか…,Seriously...?,,
選択肢の遷移先,1,生きられる方が,Tried to survive.,
アクター設定,ニナ 通常,,,
本文,そう…\. なんだ,Oh...\.I see.,,
アクター設定,アーシア 通常,,,
本文,まぁ 無難な選択ですよね,Well\c that is the safe choice.,,
アクター設定,カイト 不信・怒り,,,
本文,でも あの子の気持ちを考えたら…,Still\c when I think about,his feelings...,
アクター設定,アーシア 通常,,,
本文,それは しゃーないですよ,That there's a dead end.,,
アクター設定,アーシア 笑顔,,,
本文,って云ってもですねぇ,Still\c either way.,,
アクター設定,アーシア 笑顔,,,
本文,そもそも戦力的に,Combat-wise\c,,
本文,無理があるんですよ,he was screwed from the start.,,
アクター設定,カイト 通常,,,
本文,みんなで魔法を使っても？,Even if we all used magic?,,
アクター設定,アーシア 通常,,,
本文,あのですねぇ…\.,Hey\c uh\c\.,,
本文,\N[5]少年,\N[5]?,,
アクター設定,アーシア 通常,,,
本文,魔法って 人間相手だったら\.,Magic is pretty useless,,
本文,全然 戦力にならないっすよ,when it comes to hurting people.,,
アクター設定,カイト 通常,,,
本文,えっ…！？,Huh?!,,
アクター設定,カイト 通常,,,
本文,マモノだったら\.,But I can beat monsters,,
本文,ボクでも 倒せるのに？,and stuff with magic!,,
アクター設定,アーシア 通常,,,
本文,\N[5]少年は\.,\N[5]\c\. you're overselling,,
本文,魔法を過大評価しすぎですって,magic way too hard.,,
アクター設定,アーシア 通常,,,
本文,理由は…,As for the reason\c well...,,
アクター設定,アーシア 悲しみ・焦り,,,
本文,\N[3]さんにでも\.,How about you ask,,
本文,聞いてください,\N[3] or something?,,
アクター設定,ニナ 特殊１,,,
本文,…,...,,
アクター設定,カイト 通常,,,
本文,\N[2]…？,\N[2]...?,,
アクター設定,カイト 通常,,,
本文,どうかした？\.,What's wrong?,,
本文,元気がないけど…,You seem a little down...,,
アクター設定,ニナ 通常,,,
本文,い いや\.,O-Oh\c\.,,
本文,なんでもないよ,it's nothing.,,
アクター設定,ニナ 通常,,,
本文,そんなことより\.,Anyway\c\.,,
本文,早くここから脱出しよう！,let's hurry out of here!,,
