アクター設定,マリー 通常,
本文,寮長ってどんな人？\|\|\^,What's the dorm supervisor like?\|\|\^
アクター設定,カイト 通常,
本文,怒ると…,I guess they're scary
本文,怖いかな\|\|\^,when they're angry.\|\|\^
アクター設定,マリー 驚き・動揺,
本文,げぇ…\.,Ugh...\.
本文,マジですか\|\|\^,Seriouslyl?\|\|\^
アクター設定,マリー 通常,
本文,学校は楽しい？\|\|\^,Is school fun?\|\|\^
アクター設定,カイト 通常,
本文,それなりには…\|\|\^,Fun enough...\|\|\^
アクター設定,マリー 通常,
本文,\N[5]くん友達いる？\|\|\^,Do you have friends?\|\|\^
アクター設定,カイト 不信・怒り,
本文,いますよ…\|\|\^,Yes...\|\|\^
アクター設定,マリー 通常,
本文,ホントに？\.,Really?\.
本文,嘘ついてない？,You're not lying?
アクター設定,カイト 不信・怒り,
本文,…,...
アクター設定,カイト 笑顔,
本文,嘘なんて…\.,Why would I lie?
本文,つくわけないじゃないですか,
アクター設定,マリー 通常,
本文,うーん…,Hm...
アクター設定,マリー 笑顔,
本文,\N[5]くん 計算は得意？,Are you good at math?
アクター設定,カイト 通常,
本文,計算ですか？,Math?
アクター設定,マリー 笑顔,
本文,学校生活ってさ\.,School life\.
本文,けっこう短いんだよ,is pretty short.
アクター設定,マリー 笑顔,
本文,アタシは二十歳なんだけど\.,I'm 20 years old\c\.
本文,中学生時代は三年だから,but there are only three years of middle school.
アクター設定,マリー 笑顔,
本文,２０分の３\.,That's 3 divided by 20.\.
本文,およそ人生の１５％しかないわけだ,Just 15% of my life.
アクター設定,カイト 通常,
本文,それは まぁ\.,Well\c that's true.
本文,そうなりますけど,
アクター設定,マリー 通常,
本文,だから\N[5]くんも２０歳になったら\.,So when you turn 20\c\.
本文,同じ２０分の３になるわけ,it'll be the same three-twentieths.
アクター設定,カイト 通常,
本文,はぁ…,I see...
アクター設定,マリー 通常,
本文,そういうわけだからさ,So\c you know.
アクター設定,マリー 笑顔,
本文,寮に戻るの止めよっか,I don't think ,I'm gonna to take you back to the dorms.
アクター設定,カイト 驚き・動揺,
本文,えっ…？,Huh?
アクター設定,カイト 不信・怒り,
本文,どこに連れていくつもりですか？\|\|\^,Where are you going to take me instead?\|\|\^
アクター設定,マリー 通常,
本文,んー…\|\|\^,Hm...\|\|\^
アクター設定,マリー 笑顔,
本文,別に嫌ならついてこなくてもいいんだけど\.,You don't have to come with me ,if you don't want to.\.
本文,\N[5]くんはどうする？,What do you wanna do?
アクター設定,カイト 不信・怒り,
本文,先ほどから\.,I have no idea what you're talking about.
本文,おっしゃる意味がわからないです,
アクター設定,マリー 不信・怒り,
本文,ってか どうしたい？,So what do you wanna do?
アクター設定,カイト 驚き・動揺,
本文,ボクは…,I...
アクター設定,カイト 不信・怒り,
本文,…,...
アクター設定,カイト 不信・怒り,
本文,あまり戻りたくないです,I don't really want to go back.
アクター設定,マリー 笑顔,
本文,そっか,Okay.
アクター設定,マリー 通常,
本文,\N[5]くん,\N[5].
アクター設定,カイト 通常,
本文,はい,Yes?
アクター設定,マリー 通常,
本文,到着だよ,We're here.
アクター設定,カイト 通常,
本文,ここは…？,Where is this?
アクター設定,マリー 通常,
本文,孤児院だよ,The orphanage.
アクター設定,マリー 笑顔,
本文,うーん…\.,Hm...\.
本文,アイツまだ起きてるかな？,I wonder if they're still awake.
