アクター設定,レミィ 通常,
本文,もし…\|\^,Hello.\|\^
アクター設定,市場の人 通常,
本文,ん…？\|\^,Hm?\|\^
アクター設定,市場の人 通常,
本文,おや\.,Oh.\.
本文,館で働いている魔法使いさんか\|\^,It's rare to see you\|\^
アクター設定,市場の人 通常,
本文,市場に来るなんて珍しいな\|\^,out in the marketplace.\|\^
アクター設定,レミィ 通常,
本文,えぇ\. 今日は話があって…\|\^,Yes.\. I had something to discuss today.\|\^
アクター設定,市場の人 通常,
本文,…？\|\^,...?\|\^
アクター設定,市場の人 通常,
本文,…！\|\^,...!\|\^
アクター設定,市場の人 通常,
本文,驚いた！\|\^,I'm surprised!\|\^
アクター設定,市場の人 通常,
本文,あなたが領主だったなんて！\|\^,You're our ruler?!\|\^
アクター設定,レミィ 通常,
本文,…？\|\^,...?\|\^
アクター設定,市場の人 通常,
本文,疑っているわけじゃあないが…\.,Not that I doubt it\c\.
本文,本当なのか？\|\^,but is it true?\|\^
アクター設定,レミィ 通常,
本文,もしや私…\|\^,Wait...\|\^
アクター設定,レミィ 驚き・動揺,
本文,世間に知られていない？\|\^,Am I not well-known?\|\^
