アクター設定,キース 通常,
本文,お姉ちゃん,Sis.
アクター設定,,
本文,どうした？\.,What's the matter?\.
本文,眠れない？,Can't sleep?
アクター設定,キース 通常,
本文,いい匂いする,You smell good.
アクター設定,,
本文,あー…,Oh.
アクター設定,,
本文,せっけんの香りかな,Maybe it's the soap.
アクター設定,,
本文,商人のご夫婦さんから\.,I got it from those merchants.\.
本文,頂いたんだ,
アクター設定,キース 通常,
本文,そうなんだ,I see.
アクター設定,キース 通常,
本文,あの人たち\.,They're leaving tomorrow\c\.
本文,明日には帰っちゃうんだよね,right?
アクター設定,,
本文,いい人たちだったね,They were nice.
アクター設定,キース 通常,
本文,うん…,Yeah.
アクター設定,キース 通常,
本文,…,...
アクター設定,,
本文,…何！？,What?!
アクター設定,キース 通常,
本文,うわぁ！\|\^,Ah!\|\^
アクター設定,,
本文,なにこれ…,What's happening?
アクター設定,,
本文,頭いたい…,My head hurts...
アクター設定,,
本文,いたい…\.,It hurts...\.
本文,頭\. 割れそう…,My head\. is going to split open...
アクター設定,,
本文,…\N[173]\.,\N[173]\c\.
本文,だいじょうぶ…？,are you okay?
