アクター設定,ミシェル 通常,,,
本文,長々と…\.,You've been through so much.,,
本文,お疲れ様でした,,,
アクター設定,ミシェル 通常,,,
本文,残すところ…,All that's left to do,,
アクター設定,ミシェル 特殊１,,,
本文,\N[5]さんの記憶を,is to erase your memories.,,
本文,消すだけとなりました,,,
アクター設定,,,,
本文,…,...,,
アクター設定,,,,
本文,\N[7]さん,\N[7].,,
アクター設定,,,,
本文,ありがとうございました,Thank you very much.,,
アクター設定,ミシェル 驚き・動揺,,,
本文,そんな…\.,What?\.,,
本文,お礼をいわれることは！？,Why are you thanking me?!,,
アクター設定,,,,
本文,いえ…,Well\c\.,,
アクター設定,,,,
本文,記憶が定かではないので\.,I can't be sure because\.,,
本文,わからないですけど,of my spotty memory\c,,
アクター設定,,,,
本文,\N[7]さんはボクのために\.,but I feel like you,,
本文,苦労したと思いますので,suffered hardships for me.,,
アクター設定,ミシェル 驚き・動揺,,,
本文,…,...,,
アクター設定,ミシェル 驚き・動揺,,,
本文,\N[5]さん…,\N[5].,,
アクター設定,ミシェル 笑顔,,,
本文,年上のお姉さんを\.,You shouldn't toy\.,,
本文,困らせてはイケませんよ,with an older lady.,,
アクター設定,,,,
本文,えぇ…！？,What?!,,
アクター設定,ミシェル 通常,,,
本文,フフ…,Hehe.,,
本文,冗談ですよ,I'm kidding.,,
アクター設定,ミシェル 特殊１,,,
本文,では…\.,Okay.\.,,
本文,心苦しいですが,As much as it pains me\c,,
アクター設定,ミシェル 驚き・動揺,,,
本文,\N[5]さんの記憶を消去します,I will erase your memories.,,
アクター設定,ミシェル 驚き・動揺,,,
本文,ワタシが消す処理をしても\.,I don't mind doing it myself\c,,
本文,良いのですが…,,,
アクター設定,ミシェル 驚き・動揺,,,
本文,ご自身で行いますか？,but would you like to do it yourself?,,
アクター設定,ミシェル 特殊１,,,
本文,恐らくやり方は…\.,I believe\.,,
本文,わかるのではないかと思います,you know how to do it.,,
アクター設定,,,,
本文,記憶を…,I will...,,
選択肢の準備,自分で消す,\N[7]さんに消してもらう,Erase my own memories.,Have \N[7] erase them.
選択肢の遷移先,0,自分で消す,Erase my own memories.,
アクター設定,,,,
本文,はい\.,Yes\c\.,,
本文,自分でやってみます,I'll do it myself.,,
アクター設定,ミシェル 通常,,,
本文,ありがとうございます,Thank you very much.,,
選択肢の遷移先,1,\N[7]さんに消してもらう,Have \N[7] erase them.,
アクター設定,ミシェル 通常,,,
本文,辛い作業ですからね,It's a hard task.,,
アクター設定,,,,
本文,ごめんなさい,I'm sorry.,,
アクター設定,ミシェル 通常,,,
本文,謝る必要はありませんよ,You don't need to apologize.,,
アクター設定,,,,
本文,…,...,,
アクター設定,ミシェル 笑顔,,,
本文,フフ…,Hehe.,,
アクター設定,,,,
本文,笑わなくても…,You don't need to laugh.,,
アクター設定,ミシェル 笑顔,,,
本文,いえ…\.,No.\.,,
本文,\N[5]さんはいつも謝ってばかりで,You're always apologizing.,,
アクター設定,ミシェル 通常,,,
本文,何も変わっていないのだと\.,I was just thinking\.,,
本文,思ってしまいました,how nothing's changed.,,
アクター設定,ミシェル 通常,,,
本文,ゴメンナサイ,I'm sorry.,,
アクター設定,,,,
本文,…,...,,
アクター設定,,,,
本文,\N[7]さんだって,You do too.,,
アクター設定,ミシェル 笑顔,,,
本文,フフ…,Hehe.,,
アクター設定,ミシェル 笑顔,,,
本文,そうですね\.,You're right.\.,,
本文,ワタシも癖になってるみたいです,Looks like I got in the habit\c too.,,
アクター設定,ミシェル 通常,,,
本文,この作業が終わりましたら…,Once this task is over\c,,
アクター設定,ミシェル 通常,,,
本文,ワタシともお別れですね,we'll be parting ways.,,
アクター設定,ミシェル 通常,,,
本文,\N[5]さんの\.,I'll be rooting you on,,
本文,これからの人生が,from the shadows\c,,
アクター設定,ミシェル 通常,,,
本文,輝かしいものであるように,and hope your life,,
アクター設定,ミシェル 笑顔,,,
本文,影ながら応援していますよ,will be brilliant and fulfilling.,,
