アクター設定,アーシア 笑顔,,
本文,街をぶらぶらしてみましょうぜ,Let's go hang out in town.,
アクター設定,アーシア 通常,,
本文,気分転換になるかもしれませんし,Fresh air would do you good.,
アクター設定,カイト 通常,,
本文,\N[1]さん,\N[1].,
アクター設定,アーシア 通常,,
本文,ほい\.,Yes?\.,
本文,なんざんしょ？,What can I do you for?,
アクター設定,カイト 通常,,
本文,空よりも青い事象ってなんですか？,What phenomenon is bluer than the sky?,
アクター設定,アーシア 勝利・喜び,,
本文,うっへぇ…\.,Oof.\.,
本文,そこ聞いちゃいますか,That's what you wanna ask?,
アクター設定,カイト 笑顔,,
本文,なかなか面白い表現だと思って,I thought it was an interesting expression.,
アクター設定,アーシア 通常,,
本文,気にしないでいただけると！,You should just ignore it!,
アクター設定,アーシア 笑顔,,
本文,なんせ あたしは\.,I mean\c\.,
本文,ヘリウムより軽い女なので,I'm shallower than a puddle.,
アクター設定,カイト 通常,,
本文,\N[1]さん,\N[1].,
アクター設定,アーシア 通常,,
本文,ほい\.,Yes?\.,
本文,なんざんしょ？,What can I do you for?,
アクター設定,カイト 笑顔,,
本文,ヘリウムより軽い女ってなんですか？,What does it mean to be shallower,than a puddle?
アクター設定,アーシア 勝利・喜び,,
本文,うっへぇ…\.,Oof.\.,
本文,まさかの無限ループ,We're in a loop.,
アクター設定,カイト 通常,,
本文,ところで…,By the way\c\.,
アクター設定,カイト 通常,,
本文,どうして\N[1]さんは\.,why were you\.,
本文,ボクの面倒を見てたんですか？,taking care of me?,
アクター設定,アーシア 驚き・動揺,,
本文,うーん…\.,Hmm.\.,
本文,そうですねぇ,Let's see.,
アクター設定,アーシア 通常,,
本文,これには海よりも深く\.,There's a special phenomenon,
本文,空よりも青い…,which is deeper than the ocean\.,
アクター設定,アーシア 通常,,
本文,特殊な事象があるんですよ,and bluer than the sky.,
アクター設定,カイト 通常,,
本文,はぁ…,I see.,
アクター設定,アーシア 勝利・喜び,,
本文,まぁ 細かいことは\.,You know\c\. just shut up,
本文,気にしないでシャーラップですぜ！,and don't sweat the details!,
アクター設定,アーシア 通常,,
本文,元気なうちに\.,Let's go out\.,
本文,外をぶらぶらしましょうぜ！,while you're feeling up to it!,
