アクター設定,マリー 通常,
本文,やぁ \.よく来たね,Hey\c \N[5]\c\.
本文,\N[5]くん,I see you found your way here too.
アクター設定,カイト 通常,
本文,ここはいったい…,What is this place?
アクター設定,マリー 不信・怒り,
本文,かつて黒水晶があった場所,It used to contain the Black Pearl.
アクター設定,カイト 驚き・動揺,
本文,え…？,Really?
アクター設定,マリー 通常,
本文,五年ぐらい前かな,Up until about five years ago\c
アクター設定,マリー 通常,
本文,魔法学校はここに\.,the magic school\.
本文,黒水晶を安置してたらしいんだ,kept it safely tucked away here.
アクター設定,カイト 不信・怒り,
本文,…,...
アクター設定,マリー 驚き・動揺,
本文,でも\. 拍子抜けしちゃうよね,But\c\. imagine my disappointment
アクター設定,マリー 驚き・動揺,
本文,せっかくお姉ちゃん出し抜いて\.,to finally find this place\.
本文,ここまで来たっていうのに,after outwitting my sister\c\.
アクター設定,マリー 驚き・動揺,
本文,何にもおかしなところ,only to discover
本文,ないんだもん,it's just a plain old cave.
アクター設定,マリー 不信・怒り,
本文,まったく…\.,I'm telling you.\.
本文,とんだ無駄骨じゃん,What a complete waste of effort.
アクター設定,カイト 不信・怒り,
本文,でしたら…,In that case\c
アクター設定,カイト 通常,
本文,戻りましょう,let's head back.
アクター設定,カイト 笑顔,
本文,みなさん心配してます,Everyone else must be worried.
アクター設定,マリー 驚き・動揺,
本文,えぇー！,Not so fast!
アクター設定,マリー 通常,
本文,せっかくだから\.,As long as I'm here\.
本文,もう少し調べてみようよ,I intend to have a look around.
