アクター設定,カイト 特殊１,
本文,大丈夫…？\.,Are you okay...?\.
本文,怪我してない？,You're not hurt anywhere?
アクター設定,ニナ 通常,
本文,う \.うん！\.,N-\.No!\.
本文,してないよ…,I'm totally fine...
アクター設定,ニナ 不信・怒り,
本文,\N[5]！\.,Hey\c \N[5]!\.
本文,遠くに行っちゃダメだって言ったでしょ？,Didn't I tell you not to wander off?
アクター設定,カイト 通常,
本文,ご \.ごめんね！\.,S\.-Sorry!\.
本文,\N[2]…怒ってる？,Are...are you mad at me\c \N[2]?
アクター設定,ニナ 通常,
本文,…,...
アクター設定,ニナ 不信・怒り,
本文,んん\. もぅ…！,Mmm\c\. geez!
アクター設定,ニナ 不信・怒り,
本文,先に進むよ！,Let's get going!
アクター設定,ニナ 不信・怒り,
本文,日が暮れないうちに\.,We're going to the peak
本文,頂上まで行くんだから！,before it gets dark!
アクター設定,カイト 通常,
本文,う… \.うん,U-\.Uh\c sure.
