アクター設定,カイト 通常,
本文,孤児院って…,An orphanage?
アクター設定,ソラ 通常,
本文,あぁ…,Yeah.
アクター設定,ソラ 通常,
本文,キミたちが住んでいる建物あるじゃない,You know the building you guys live in?
アクター設定,ソラ 通常,
本文,以前はそこで運営してたんだけど,We used to operate there\c\.
アクター設定,ソラ 通常,
本文,場所を\.,but we relocated\.
本文,ロストワールドに移したんだ,to the Lost World.
アクター設定,カイト 笑顔,
本文,そうだったんですね,I see.
アクター設定,カイト 通常,
本文,ロストワールドは…,Isn't the Lost World\.
本文,たしか ずっと東の集落でしたよね,a settlement in the east?
アクター設定,ソラ 笑顔,
本文,よく知ってるじゃない,I'm impressed you know that.
アクター設定,ソラ 通常,
本文,まだ開拓はじまったばかりで,There still isn't much there
本文,何もないところだけど,as development just started.
アクター設定,ソラ 笑顔,
本文,楽しいところだよ,But it's a fun place.
アクター設定,ソラ 笑顔,
本文,キミも機会があったら\.,You should visit\.
本文,来てみると良いんじゃない,if you get a chance.
