アクター設定,レミィ 通常,,,
本文,では…,In that case...,,
本文,地下道に向かいましょう,let's head to the tunnel.,,
アクター設定,カイト 驚き・動揺,,,
本文,地下道？,The tunnel?,,
アクター設定,レミィ 通常,,,
本文,えぇ\.,Yes.\.,,
本文,場所はわかるかしら？,Do you know where it is?,,
アクター設定,カイト 不信・怒り,,,
本文,えっと…,Um...,,
アクター設定,カイト 不信・怒り,,,
本文,（知らない振りを,(Should I pretend,,
本文,　したほうがいいのかな…）,that I don't know?),,
選択肢の準備,知ってます,どこでしょう？,I know.,Where is it?
選択肢の遷移先,0,知ってます,I know.,
アクター設定,レミィ 通常,,,
本文,そう…,I see...,,
アクター設定,レミィ 通常,,,
本文,では,Let's head there then.,,
本文,向かいましょう,,,
アクター設定,カイト 通常,,,
本文,わかりました,Okay.,,
選択肢の遷移先,1,どこでしょう？,Where is it?,
アクター設定,レミィ 通常,,,
本文,場所は…,Let's see.,,
アクター設定,レミィ 通常,,,
本文,地図を貸してもらえるかしら？,Can I borrow your map?,,
アクター設定,カイト 通常,,,
本文,どうぞ,Sure.,,
アクター設定,レミィ 通常,,,
本文,マーカーをつけたわ,I've marked it on your map.,,
アクター設定,レミィ 通常,,,
本文,そこまで,Let's head there.,,
本文,向かいましょう,,,
アクター設定,カイト 通常,,,
本文,わかりました,Okay.,,
