アクター設定,リン 通常,
本文,今日は\N[5]と一緒じゃないの？,You're not with \N[5] today?
アクター設定,ニナ 通常,
本文,\N[5]は…,\N[5] is...
アクター設定,ニナ 不信・怒り,
本文,忙しいから\.,busy\c\.
本文,相手できないんだって,so he can't hang out.
アクター設定,リン 通常,
本文,えぇー\.,What?\.
本文,つまんないの,That stinks.
アクター設定,ニナ 通常,
本文,ねー\.,Yeah.\.
本文,つまんないよね,It does\c doesn't it?
アクター設定,リン 通常,
本文,\N[2]お姉ちゃんだ！,It's \N[2]!
アクター設定,ニナ 通常,
本文,\N[11]は…\.,Have you been good?
本文,良い子にしてるのかなー？,
アクター設定,リン 通常,
本文,ちゃんと良い子にしてるよ～,Of course.
アクター設定,ニナ 笑顔,
本文,そっか！\.,Yeah?\.
本文,偉い\.偉い！,Good\c\. good!
アクター設定,リン 通常,
本文,\N[2]姉ちゃん\.,I'm not a little kid anymore.
本文,子ども扱いしすぎだよ～,
アクター設定,ニナ 笑顔,
本文,はは…\.,Haha...\.
本文,そうだね,You're right.
アクター設定,ニナ 通常,
本文,わたしが出てから\.,It's been a while\.
本文,もう大分経つもんね,since I've left\c hasn't it?
