アクター設定,ニナ 通常,
本文,そういえば…,By the way...
アクター設定,ニナ 驚き・動揺,
本文,おじさん\.,You put it on your tab again\c
本文,またマスターにツケ払いにしましたよね,didn't you?
アクター設定,市場の人 通常,
本文,いや…,Well\c I was drunk.\.
本文,酔っぱらってたから,
アクター設定,ニナ 驚き・動揺,
本文,ちゃんと今日！\.,You'd better pay up today!\.
本文,払ってください！,
アクター設定,市場の人 通常,
本文,わかってるって…\.,I know\c I know...\.
本文,仕事終わったら立ち寄るよ,I'll stop by after work.
アクター設定,ニナ 通常,
本文,こんにちわ,Hello.
アクター設定,市場の人 通常,
本文,おう！\.,Hey!\.
本文,あんたらか,It's you.
アクター設定,市場の人 通常,
本文,今日はお店やってるのか？,Are you open today?
アクター設定,ニナ 通常,
本文,はい！\.,Yes!\.
本文,昼からちゃんと開けますよ,We're opening for lunch.
