アクター設定,普通のおねえさん 通常,
本文,とにかく\.,Anyway\c\.
本文,ご利益があるみたいだから,you should go to the shrine
アクター設定,普通のおねえさん 通常,
本文,キミも神社に行ってみるといいよ,because it brings good luck.
アクター設定,普通のおねえさん 通常,
本文,今からちょうど,I think it was five years ago.
本文,五年ぐらい前かなぁ,
アクター設定,普通のおねえさん 通常,
本文,ロストワールドから,Someone quite special came here
本文,不思議な雰囲気の人たちがやってきて,from the Lost World
アクター設定,普通のおねえさん 通常,
本文,この神社を建て替えたんだ,and built this shrine.
アクター設定,カイト 通常,
本文,へぇ…\.,Really?\.
本文,知らなかった,I didn't know that.
アクター設定,普通のおねえさん 通常,
本文,それから\.,Then the Lost World\.
本文,ロストワールドの復興にあやかって,entered a revival period.
アクター設定,普通のおねえさん 通常,
本文,失った何かを取り戻せる！\.,Something about getting back\.
本文,とか何とか…,what was lost.
アクター設定,普通のおねえさん 通常,
本文,とにかく\.,Anyway\c\.
本文,ご利益があるみたいだから,you look to be doing well.
アクター設定,普通のおねえさん 通常,
本文,キミも神社に行ってみるといいよ,You should go to the shrine.
アクター設定,普通のおねえさん 通常,
本文,こんにちわ\.,Hello.\.
本文,お参りの方でしょうか？,Are you here to give an offering?
アクター設定,カイト 通常,
本文,お参り…？,An offering?
アクター設定,普通のおねえさん 通常,
本文,あれ…\.,Oh.\.
本文,観光ではないのかい？,Are you not here sightseeing?
