アクター設定,ニナ 特殊１,
本文,ねぇ…\.,Hey...\.
本文,本当に大丈夫なの？\|\^,Are you sure about this?\|\^
アクター設定,アーシア 通常,
本文,まぁ 問題ないっすよ\|\^,Nah\c this is fine.\|\^
アクター設定,下町風情の少年 通常,
本文,何 ヒソヒソ話してるんだ\|\^,What're you whispering about?\|\^
アクター設定,アーシア 笑顔,
本文,なんでもないですよ\.,Nothing\c nothing!\.
本文,こっちも 準備ばっちしですし\|\^,We're ready to go\c too.\|\^
アクター設定,下町風情の少年 通常,
本文,オレが合図する\.,Okay\c on my signal\c
本文,そしたら一斉に入るぞ\|\^,we all go in at once.\|\^
アクター設定,アーシア 悲しみ・焦り,
本文,あいあいさぁ\|\^,Aye aye\c sir.\|\^
アクター設定,アーシア 通常,
本文,ってことで…\|\^,With that said...\|\^
アクター設定,アーシア 勝利・喜び,
本文,行ってこんかい！\|\^,Go on\c get in there!\|\^
