アクター設定,ものぐさ魔法使い 通常,
本文,あぁ！\. めっちゃ\.,Aw!\. I'm so\.
本文,くやしいっスけど,bummed.
アクター設定,ものぐさ魔法使い 通常,
本文,そこの男の人\.,That guy\.
本文,すごい強かったっス,was super strong.
アクター設定,ものぐさ魔法使い 通常,
本文,もう一回だけ\.,I wonder if he'll give me
本文,手合わせしてくれないかな,one more chance to beat him?
アクター設定,ものぐさ魔法使い 通常,
本文,うーん…,Hmm...
アクター設定,ものぐさ魔法使い 通常,
本文,魔法使うより前に\.,When someone attacks me\.
本文,間合いを詰められたら,before I have a chance to cast anything\c
アクター設定,ものぐさ魔法使い 通常,
本文,落ち着いて\.,it's important to remain calm\.
本文,いなすべし,and remember to dodge.
アクター設定,ものぐさ魔法使い 通常,
本文,前はできたはずなんスよ…,How could I have forgotten that?
