アクター設定,アーシア 通常,,
本文,…,...,
アクター設定,マリー 通常,,
本文,どう？,How do you feel?,
アクター設定,アーシア 驚き・動揺,,
本文,少しボヤーっとしますけど\.,It's a little hazy\c\.,
本文,見えるようになりました！,but I can see again!,
アクター設定,マリー 通常,,
本文,おおぉ！,Whoa!,
アクター設定,マリー 笑顔,,
本文,使ったことなかったけど\.,I've never used it before\c\.,
本文,すごいじゃん これ！,but this stuff is great!,
アクター設定,マリー 笑顔,,
本文,エーテルって\.,Ether really works\c huh?\.,
本文,やっぱし 効くもんなんだね,,
アクター設定,アーシア 不信・怒り,,
本文,薬 切れたら\.,Will I go blind again\.,
本文,また戻ったりしないですよね？,when the medicine runs out?,
アクター設定,マリー 通常,,
本文,それは経過観察ってことにするけど,We'll have to wait and see.,
アクター設定,マリー 不信・怒り,,
本文,うーん…\.,Hmm...\.,
本文,なるほどね,I see.,
アクター設定,マリー 笑顔,,
本文,手っ取り早く稼ぐのに\.,There's no better medicine\.,
本文,こんなに都合の良い薬はないね,to early money quick.,
アクター設定,マリー 通常,,
本文,結構 稼いだでしょ？,You made a lot of money\c didn't you?,
アクター設定,アーシア 笑顔,,
本文,まぁ ボチボチですぜ,I didn't do too bad.,
アクター設定,マリー 驚き・動揺,,
本文,あー！,Hey!,
アクター設定,マリー 驚き・動揺,,
本文,いーけないんだ\.,Bad\c bad\c bad!,
本文,いけないんだ！,,
アクター設定,マリー 驚き・動揺,,
本文,先生に言ってやろ！,I'll tell the teacher on you!,
アクター設定,アーシア 勝利・喜び,,
本文,\N[4]さん…\.,Aren't you the teacher?,
本文,あなた先生じゃないですか！？,,
アクター設定,マリー 笑顔,,
本文,ふっふっふ\.,Hehehe.\.,
本文,そうとも言う,You could say that.,
アクター設定,アーシア 笑顔,,
本文,\N[4]さん どうして,Why do you have ether?,
本文,エーテル持ってるんです？,,
アクター設定,マリー 笑顔,,
本文,ふっふっふ\.,Hehehe.\.,
本文,知りたいかね？,Do you want to know?,
アクター設定,アーシア 勝利・喜び,,
本文,いいや 興味ないです,Never mind. I'm not interested.,
アクター設定,マリー 不信・怒り,,
本文,あっ そう…,Oh.,
アクター設定,マリー 通常,,
本文,ちゃんと協力さえすれば\.,If you help me\c\.,
本文,また提供してあげるから,I'll give you some more again.,
アクター設定,マリー 笑顔,,
本文,さっさと あの女の居場所,Find that woman already.,
本文,突き止めてよ,,
アクター設定,マリー 通常,,
本文,これ以上\.,If things for wizards\.,
本文,魔法使いの立場悪くなったら…,get any worse...,
アクター設定,マリー 通常,,
本文,やりにくいっての,it's going to make my life,really difficult.
アクター設定,アーシア 悲しみ・焦り,,
本文,あいあいサー！,Aye\c aye\c sir!,
アクター設定,アーシア 悲しみ・焦り,,
本文,首を揃えて\.,I'll get you what you want!\.,
本文,待っちゃってください！,Just sit tight!,
アクター設定,アーシア 通常,,
本文,さーって\.,Now that I'm feeling better\c\.,
本文,元気になったところで,,
アクター設定,アーシア 通常,,
本文,せっせと,it's time to ask around.,
本文,聞き込みしちゃいますぜ,,
アクター設定,アーシア 通常,,
本文,\N[3]さんってば\.,Where the heck\.,
本文,どこ行っちゃったんでしょう,did \N[3] go?,
