アクター設定,,
本文,漁夫の利を得たり\|\^,Opportunistic Mindset\|\^
アクター設定,マリー 通常,
本文,しっかし寂しくなったねぇ\.,It's a lot lonelier.\.
本文,こないだは 大集団だったのに,There was a big group last time.
アクター設定,マリー 通常,
本文,アタシら,Now\c
本文,二人だけって…,it's just the two of us.
アクター設定,ニナ 特殊１,
本文,\N[3]さんはやっぱり…,\N[3] is...
アクター設定,マリー 笑顔,
本文,遭難してから,She's been missing
本文,ずっと 行方不明なんでしょ,since we got separated.
アクター設定,マリー 笑顔,
本文,もう絶望的じゃん！,There's no hope!
アクター設定,ニナ 特殊１,
本文,\N[5]は そのことにも,\N[5] feels responsible.
本文,責任を感じてるんだと…,
アクター設定,マリー 通常,
本文,うーん…,Hmm...
アクター設定,マリー 通常,
本文,あの女は自己犠牲の,Maybe that girl thinks
本文,つもりかもしれないけど,she's sacrificing herself.
アクター設定,マリー 不信・怒り,
本文,助けられる方の気持ちも\.,She should think how\.
本文,少しは考えてほしいよね,the ones who are rescued feel.
アクター設定,マリー 笑顔,
本文,ねぇ？,Right?
アクター設定,ニナ 不信・怒り,
本文,わたしは\.,I don't feel that way.\.
本文,そうは思いませんけど,
アクター設定,マリー 通常,
本文,んー…？,Hmm...?
アクター設定,マリー 笑顔,
本文,\N[2]くんは,I bet you and \N[14] are thinking
本文,\N[14]もあの女もいなくなって,you should take this opportunity
アクター設定,マリー 笑顔,
本文,\N[5]くんが傷ついている,while that girl is gone
本文,今がチャンス！,to console the wounded \N[5]!
アクター設定,マリー 通常,
本文,って\. 思ってるんじゃないの？,Aren't you?\.
アクター設定,ニナ 驚き・動揺,
本文,…！,...!
アクター設定,ニナ 驚き・動揺,
本文,そんなこと 思ってないです！,Of course not!
アクター設定,マリー 通常,
本文,ふーん…\.,Hmm...\.
本文,そうなんだぁ,Really?
アクター設定,ニナ 特殊１,
本文,思ってたとしても…\.,Even if I was...\.
本文,不謹慎すぎます,it's immoral.
アクター設定,マリー 不信・怒り,
本文,つまんないの,You're so boring.
アクター設定,ニナ 特殊１,
本文,別に わたし\.,I don't care.\.
本文,そういうつもりじゃ…,
