アクター設定,ものぐさ魔法使い 通常,
本文,魔法使いがマモノになるって,I hate the rumor that
本文,噂も嫌っスけど,wizards become monsters.
アクター設定,ものぐさ魔法使い 通常,
本文,直接 殴りかかってきそうで,I'm scared to even walk around\.
本文,歩くのも怖いんスよね,because I'm afraid I'll get punched.
アクター設定,ものぐさ魔法使い 通常,
本文,どうしてこんなに,Why are we so hated?
本文,嫌われちゃうんスかね？,
アクター設定,カイト 通常,
本文,それは…,Right...
アクター設定,カイト 不信・怒り,
本文,どうしてなんでしょう,I wonder why?
アクター設定,ものぐさ魔法使い 通常,
本文,街中で いやーな感じの,You see some troublesome folk
本文,連中見なかったっスか？,in the city?
アクター設定,カイト 通常,
本文,そういえば…,Now that you mention it...
アクター設定,カイト 通常,
本文,魔法使いを嫌ってる,Some people who dislike wizards
本文,人たちが声を上げてました,were making a commotion.
アクター設定,カイト 通常,
本文,害悪だって,Calling them a blight.
アクター設定,ものぐさ魔法使い 通常,
本文,怖いっスよねぇ,That's scary.
アクター設定,ものぐさ魔法使い 通常,
本文,やっほー！\.,Yoo hoo!\.
本文,君くん,You there.
アクター設定,カイト 通常,
本文,君くんって…,Me?
アクター設定,ものぐさ魔法使い 通常,
本文,まさしく君っスよ,Yes\c you.
アクター設定,ものぐさ魔法使い 通常,
本文,今日も外回りにでる気かい？,You going out again today?
アクター設定,カイト 笑顔,
本文,今日はまだ,I haven't decided yet.
本文,決めてませんよ,
