アクター設定,マリー 通常,
本文,五年ぐらい前かな\|\^,It was maybe five years ago.\|\^
アクター設定,マリー 通常,
本文,魔法学校が黒水晶を\.,The magic school\.
本文,ここに安置してたらしいんだ\|\^,kept the Black Pearl here for safety.\|\^
アクター設定,マリー 驚き・動揺,
本文,でも\. 拍子抜けしちゃうよね\|\^,It's a little deflating though.\|\^
アクター設定,マリー 驚き・動揺,
本文,せっかくお姉ちゃん出し抜いて\.,I worked so hard to get here\.
本文,ここまで来たっていうのに\|\^,before my older sister.\|\^
アクター設定,マリー 驚き・動揺,
本文,何にもおかしなところ,And there wasn't anything
本文,ないんだもん\|\^,strange at all.\|\^
アクター設定,マリー 不信・怒り,
本文,まったく…\.,Honestly.\.
本文,とんだ無駄骨じゃん\|\^,What a waste of time.\|\^
