アクター設定,マリー 不信・怒り,,
本文,びっくりしたな…\|\^,You startled me.\|\^,
アクター設定,マリー 不信・怒り,,
本文,外に出歩いて何考えてんの？\|\^,What are you doing walking outside?\|\^,
アクター設定,マリー 不信・怒り,,
本文,マモノいるかもしれないのにさ\|\^,There could be monsters.\|\^,
アクター設定,マリー 不信・怒り,,
本文,バカなの？\|\^,Are you stupid?\|\^,
アクター設定,マリー 不信・怒り,,
本文,死ぬの？\|\^,You want to die?\|\^,
アクター設定,ミシェル 笑顔,,
本文,承知の上ですよ\|\^,I'm aware of all this.\|\^,
アクター設定,ミシェル 通常,,
本文,\N[4]\|\^,\N[4].\|\^,
アクター設定,マリー 不信・怒り,,
本文,何？\|\^,What?\|\^,
アクター設定,ミシェル 通常,,
本文,またイケないことを考えていますね\|\^,You're imagining something,naughty again\c aren't you?\|\^
アクター設定,マリー 驚き・動揺,,
本文,は？\|\^,What?\|\^,
