アクター設定,マリー 通常,
本文,それはそうと,Even so\c
アクター設定,マリー 通常,
本文,あの女の部隊\.,I heard that woman's corps\.
本文,解散するらしいね,is going to disband.
アクター設定,カイト 不信・怒り,
本文,えぇ…,Yes...
アクター設定,マリー 驚き・動揺,
本文,それは大変だ！,That's a big deal!
アクター設定,マリー 驚き・動揺,
本文,せっかく卒業して,You finally graduated
本文,いっぱしの魔法使いになったのに！,and became a full-fledged wizard!
アクター設定,マリー 笑顔,
本文,たー\.いー\.へー\.ん\. だ！,O\. M\. G\.!
アクター設定,カイト 不信・怒り,
本文,…,...
アクター設定,マリー 通常,
本文,部外者の\N[5]くん\.,You seem keen on your research.
本文,今日も 調べものに精が出るねぇ,
アクター設定,マリー 笑顔,
本文,何か必要な資料があったら…,If there's any document you need...\.
アクター設定,マリー 驚き・動揺,
本文,って なんか\.,You seem down.\.
本文,浮かない顔してるね,
アクター設定,カイト 不信・怒り,
本文,そんなことないです,I'm not.
アクター設定,マリー 笑顔,
本文,悩み相談なら\.,You can talk to me\.
本文,ぜひ 先生に話してくれたまへ,about anything.
アクター設定,マリー 笑顔,
本文,なんたって\.,I mean\c\.
本文,アタシは,
アクター設定,マリー 特殊１,
本文,\N[5]くんの 保護者\.,I'm like your guardian\.
本文,みたいなものだからね！,after all.
アクター設定,カイト 不信・怒り,
本文,…,...
