アクター設定,ミシェル 通常,,,
本文,ご決断\.,Thank you\.,,
本文,ありがとうございます,for your decision.,,
アクター設定,ミシェル 通常,,,
本文,ではさっそく…,Now\c\.,,
アクター設定,ミシェル 笑顔,,,
本文,と言いたいところですが,before we get to it\c,,
アクター設定,ミシェル 通常,,,
本文,最後にメッセージを残しませんか？,do you have any final words?,,
アクター設定,,,,
本文,メッセージ？,Final words?,,
アクター設定,ミシェル 特殊１,,,
本文,\N[5]さんは\.,You may not remember\c,,
本文,覚えていないかと思いますが,,,
アクター設定,ミシェル 特殊１,,,
本文,今日までの五年間…,but these past five years\c,,
アクター設定,ミシェル 特殊１,,,
本文,\N[5]さんの記憶は,your memories have been erased,,
本文,正常な状態に近づいたり消えたりを,and returned,,
アクター設定,ミシェル 特殊１,,,
本文,繰り返していたのですよ,over and over again.,,
アクター設定,,,,
本文,そうなんですか？,Really?,,
アクター設定,ミシェル 特殊１,,,
本文,えぇ…,Yes.,,
アクター設定,ミシェル 特殊１,,,
本文,\N[5]さんの記憶と,When your memories aren't linked,,
本文,現実世界とのリンクが不完全になりますと…,with the real world\c,,
アクター設定,ミシェル 悲しみ・焦り,,,
本文,\N[14]さんの容態が急変し\.,\N[14]'s appearance would change\.,,
本文,マモノに戻りそうになったり,or begin to turn back into a monster.,,
アクター設定,ミシェル 悲しみ・焦り,,,
本文,ふとした瞬間に\.,Sometimes\.,,
本文,誰かが\N[5]さんのことを思い出したり,someone would remember you.,,
アクター設定,ミシェル 悲しみ・焦り,,,
本文,どなたもワタシに\.,Nobody would cooperate with me.,,
本文,協力してくれなかったり,,,
アクター設定,,,,
本文,大変な実験だったんですね,It was a very difficult experiment.,,
アクター設定,ミシェル 特殊１,,,
本文,ゴメンナサイ,I'm sorry.,,
アクター設定,ミシェル 特殊１,,,
本文,愚痴になってしまいました,I'm complaining.,,
アクター設定,ミシェル 通常,,,
本文,話を元に戻しますけれど,Getting back to the point\c\.,,
アクター設定,ミシェル 通常,,,
本文,この装置は\.,this device will remain\.,,
本文,\N[5]さんが去った後も残ります,even after you leave.,,
アクター設定,ミシェル 通常,,,
本文,置き手紙\.,While it's not a letter\c\.,,
本文,ではないですけれど,,,
アクター設定,ミシェル 通常,,,
本文,今の\N[5]さんが感じたことや,if you want to share what you're feeling,,
アクター設定,ミシェル 通常,,,
本文,誰かに伝えたいことがありましたら,with anyone\c,,
アクター設定,ミシェル 通常,,,
本文,メッセージとして\.,you could leave a message behind.,,
本文,残していきませんか？,,,
アクター設定,ミシェル 笑顔,,,
本文,もちろん\.,Of course\c,,
本文,強制ではないです,I'm not forcing you to.,,
アクター設定,,,,
本文,どうしよう\.,What should I do?\.,,
本文,メッセージを…,Do I leave a message?,,
選択肢の準備,残す,残さない,Yes.,No.
選択肢の遷移先,0,残す,Yes.,
選択肢の遷移先,1,残さない,No.,
