アクター設定,,,
本文,愛と言う名の忠誠心\|\^,Loyalty Called Love\|\^,
アクター設定,緊張しい魔法使い 通常,,
本文,\N[3]さん！,\N[3]!,
アクター設定,緊張しい魔法使い 通常,,
本文,あやしい人を捕えました！,I caught someone suspicious!,
アクター設定,レミィ 通常,,
本文,ご苦労,Well done.,
アクター設定,緊張しい魔法使い 通常,,
本文,えいっ！,Hyah!,
アクター設定,アーシア 苦痛・ダメージ,,
本文,んぎゃ！,Ow!,
アクター設定,アーシア 不信・怒り,,
本文,なにするんです！？,What's the big idea?!,
アクター設定,アーシア 不信・怒り,,
本文,こないだまで\.,We fought side by side\.,
本文,一緒に戦った仲じゃないですか！,not that long ago!,
アクター設定,アーシア 悲しみ・焦り,,
本文,あ… \.どもっす,Oh...\. Hello.,
アクター設定,レミィ 通常,,
本文,…,...,
アクター設定,レミィ 不信・怒り,,
本文,…,...,
アクター設定,アーシア 悲しみ・焦り,,
本文,ん…？,Hm?,
アクター設定,アーシア 悲しみ・焦り,,
本文,\N[3]さん…\.,\N[3]\c,
本文,なんか言ってくださいよ,say something please.,
アクター設定,レミィ 不信・怒り,,
本文,…,...,
アクター設定,アーシア 苦痛・ダメージ,,
本文,んぎゃあ！\|\^,Gah!\|\^,
アクター設定,アーシア 苦痛・ダメージ,,
本文,ギ ギブギブ\.,U-Uncle! Uncle!\.,
本文,痛いっすよ,That hurts.,
アクター設定,アーシア 不信・怒り,,
本文,\N[3]さん…,\N[3].,
アクター設定,レミィ 通常,,
本文,…,...,
アクター設定,レミィ 特殊１,,
本文,…,...,
アクター設定,レミィ 驚き・動揺,,
本文,…,...,
アクター設定,レミィ 不信・怒り,,
本文,…,...,
アクター設定,アーシア 悲しみ・焦り,,
本文,あの…\.,Um\c\.,
本文,黙られちゃうと困っちゃいますぜ,could you say something?,
アクター設定,レミィ 不信・怒り,,
本文,\N[1],\N[1].,
アクター設定,アーシア 通常,,
本文,ほい？,Yes?,
アクター設定,レミィ 通常,,
本文,貴方…\. 視力がない？,You can't see?,
アクター設定,アーシア 驚き・動揺,,
本文,え…！？,What?!,
アクター設定,アーシア 通常,,
本文,\N[3]さーん\.,\N[3]\c\.,
本文,またまたご冗談を,enough with the jokes.,
アクター設定,アーシア 勝利・喜び,,
本文,そんなわけないじゃないですか！？,Of course I can!,
アクター設定,レミィ 不信・怒り,,
本文,…,...,
アクター設定,レミィ 通常,,
本文,お金が落ちているわ,There's money on the ground.,
アクター設定,アーシア 不信・怒り,,
本文,どこっすか！？,Where?!,
アクター設定,レミィ 通常,,
本文,嘘よ,I'm kidding.,
アクター設定,アーシア 通常,,
本文,…,...,
アクター設定,アーシア 悲しみ・焦り,,
本文,…,...,
アクター設定,レミィ 通常,,
本文,\N[1],\N[1].,
アクター設定,アーシア 悲しみ・焦り,,
本文,ほい…？,Yes...?,
アクター設定,レミィ 通常,,
本文,貴方は避難した方がいいわ,You should evacuate.,
アクター設定,アーシア 不信・怒り,,
本文,ちょいちょいちょい！,Hold on!,
アクター設定,アーシア 不信・怒り,,
本文,視界がないぐらいで\.,You saying I can't be trusted to fight\.,
本文,戦力外通告ですか！？,just because I can't see?!,
アクター設定,レミィ 不信・怒り,,
本文,…,...,
アクター設定,レミィ 驚き・動揺,,
本文,そういうわけでは…,Not exactly.,
アクター設定,レミィ 特殊２,,
本文,ただ…,It's just...,
アクター設定,アーシア 笑顔,,
本文,あのですねぇ\.,Look\c\.,
本文,このマモノ達は…,these monsters are...,
アクター設定,アーシア 笑顔,,
本文,ごにょごにょごにょ,*whisper*,
アクター設定,レミィ 不信・怒り,,
本文,…,...,
アクター設定,アーシア 笑顔,,
本文,つまりですね…,In other words\c,
アクター設定,アーシア 笑顔,,
本文,たしかに\.,yes\c\.,
本文,あたしが解き放ちましたが,I released them\c,
アクター設定,アーシア 笑顔,,
本文,いつか誰かが処理しないと\.,but someone had to deal with them\.,
本文,ダメな代物\. ってわけでして,at some point eventually.,
アクター設定,アーシア 笑顔,,
本文,そう考えたら…,When I looked at it that way...,
アクター設定,アーシア 笑顔,,
本文,\N[3]さんは\.,I know you can't\.,
本文,放っておけないですよねぇ,ignore them.,
アクター設定,アーシア 笑顔,,
本文,街の安全を…,The city's safety...,
アクター設定,アーシア 驚き・動揺,,
本文,あー\.,Oh.\.,
本文,今は自分の農園ライフか,I guess it's your farm life now.,
アクター設定,アーシア 通常,,
本文,護りたいわけですからね,You'll want to protect it.,
アクター設定,レミィ 不信・怒り,,
本文,…,...,
アクター設定,レミィ 特殊２,,
本文,だけど貴方,But you--,
アクター設定,アーシア 不信・怒り,,
本文,だーっ！,Gah!,
アクター設定,アーシア 不信・怒り,,
本文,そういうの！\.,That's not like you!\.,
本文,\N[3]さん\. らしくないです！,,
アクター設定,アーシア 驚き・動揺,,
本文,あたしのこと\.,Do you think\.,
本文,戦力にならないと思ってるんです！？,I can't fight?!,
アクター設定,アーシア 驚き・動揺,,
本文,それとも\.,Or are you acting out of character\.,
本文,柄にもなく\.気を使ってくれてるとでも！？,and showing concern for me?\.,
アクター設定,レミィ 不信・怒り,,
本文,…,...,
アクター設定,レミィ 通常,,
本文,\N[1],\N[1].,
アクター設定,アーシア 通常,,
本文,ほい\.,Yes\c\.,
本文,なんざんしょ？,what can I do you for?,
アクター設定,レミィ 特殊２,,
本文,…,...,
アクター設定,レミィ 不信・怒り,,
本文,いくら払えばいいかしら？,How much do I need to pay?,
アクター設定,アーシア 勝利・喜び,,
本文,にしし…,Heehee.,
アクター設定,アーシア 笑顔,,
本文,いつもの３倍で\.,Let's go with triple\.,
本文,手を打ちましょうぜ,the usual amount.,
アクター設定,アーシア 驚き・動揺,,
本文,あれ？,Huh?,
アクター設定,アーシア 悲しみ・焦り,,
本文,\N[3]さん\.,Did you hear me?,
本文,聞いてました！？,,
アクター設定,レミィ 不信・怒り,,
本文,…,...,
アクター設定,レミィ 不信・怒り,,
本文,えぇ,Yes...?,
アクター設定,アーシア 通常,,
本文,ズバリ お答えは？,What's your answer?,
アクター設定,レミィ 不信・怒り,,
本文,働き次第よ,It depends on your results.,
アクター設定,アーシア 通常,,
本文,お… おぅ\.,O-Okay\c\.,
本文,臨むところだ,you got it.,
アクター設定,レミィ 不信・怒り,,
本文,でも貴方…\.,But you...\.,
アクター設定,レミィ 不信・怒り,,
本文,人に向かって魔法を撃つなら\.,You should hold back a little more\.,
本文,もう少し加減した方がいいわ,if you're going to cast your magic\.,on people.
アクター設定,アーシア 悲しみ・焦り,,
本文,げ…\.,Oof.\.,
本文,それもバレてたんです！？,You knew that too?!,
アクター設定,レミィ 不信・怒り,,
本文,…,...,
アクター設定,レミィ 通常,,
本文,ありがとう,Thank you.,
アクター設定,アーシア 笑顔,,
本文,（まぁ それも込みで\.,(Well\c\. that was all,
本文,　予定通りなんですけど…）,according to my plan\c too.),
アクター設定,アーシア 笑顔,,
本文,（やっぱり\N[3]さんは\.,(\N[3] is scary on the battlefield.),
本文,　戦場に立たせると怖いっすねぇ…）,,
アクター設定,アーシア 通常,,
本文,よっしゃー！,All right!,
アクター設定,アーシア 勝利・喜び,,
本文,札束がアタシ呼んでいるー！,A stack of money is calling for me!,
