アクター設定,レミィ 驚き・動揺,
本文,\N[2]さんは…\.,\N[2] is so scary.
本文,おっかないわね,
アクター設定,レミィ 通常,
本文,\N[5],\N[5].
アクター設定,カイト 通常,
本文,…？,...?
アクター設定,リン 通常,
本文,\N[3]お姉ちゃんすごい！,\N[3] is amazing!
アクター設定,カイト 笑顔,
本文,ほんとだねっ！,She sure is!
アクター設定,レミィ 通常,
本文,これは…\.,I'm coating the bottom of my feet
本文,足の表面に氷を張って滑るのよ,with ice to slide around.
アクター設定,リン 通常,
本文,そうなんだ！\.,I see!\.
本文,魔法ってすごいなぁ,Magic is amazing.
アクター設定,ニナ 不信・怒り,
本文,店の中で,Please don't make a commotion
本文,騒がないでください！,inside the restaurant!
アクター設定,リン 通常,
本文,は\. はい！\.,O-\.Okay!\.
本文,ごめんなさい！,I'm sorry!
アクター設定,レミィ 驚き・動揺,
本文,えぇ…\.,Yes...\.
本文,ごめんなさい,I'm sorry.
