アクター設定,ノエル 通常,,
本文,しっかし\.,That was dangerous back there.,
本文,危ないところだったな,,
アクター設定,カイト 驚き・動揺,,
本文,赤い帽子の人…\.,What was that person,
本文,なんだったの あれ,in the red hat up to?,
アクター設定,ノエル 通常,,
本文,やばい取引とかそんなんだろ,Probably some shady deal.,
アクター設定,ノエル 通常,,
本文,裏の世界じゃ珍しくもないぜ,It's pretty common,in the criminal underworld.
アクター設定,カイト 不信・怒り,,
本文,裏の世界って…,The criminal underworld?,
アクター設定,カイト 不信・怒り,,
本文,\N[14]はどうしてそんなこと詳しいの？,Why do you know so much about that?,
アクター設定,ノエル 通常,,
本文,あーいうところから\.,I look out for bad guys\c\.,
本文,悪そうなやつを見つけて,,
アクター設定,ノエル 通常,,
本文,金目になりそうなものを盗むんだよ,and steal anything that seems valuable.,
アクター設定,カイト 驚き・動揺,,
本文,でも やっぱりダメだよ\.,But it's not right to steal from someone.,
本文,他人のものを盗んだら,,
アクター設定,ノエル 通常,,
本文,はぁ…\.,Um...,
本文,なにいってんだよ,What are you talking about?,
アクター設定,ノエル 通常,,
本文,お金がなかったら\.,I can't live without money.,
本文,生きていけないだろ,,
アクター設定,カイト 驚き・動揺,,
本文,そういうこと言ってるんじゃなくて,I'm not saying that.,
アクター設定,ノエル 通常,,
本文,じゃあ \.どうすりゃいいんだよ！,Then what do you want me to do?!,
アクター設定,ノエル 通常,,
本文,あたしは 親もいないし,I don't have any parents.,
アクター設定,ノエル 通常,,
本文,学校いってるわけじゃないし,I'm not going to school.,
アクター設定,ノエル 通常,,
本文,市場のやつらは\.,The guys at the marketplace\.,
本文,まともに話すら聞いてくれねぇし,won't listen to me.,
アクター設定,ノエル 通常,,
本文,あの孤児院だって\.,Even the orphanage\.,
本文,誰でも入れてくれるわけじゃねぇし,isn't just taking anyone off the streets.,
アクター設定,カイト 不信・怒り,,
本文,…,...,
アクター設定,ノエル 通常,,
本文,\N[5]とあたしは違う,We're different.,
アクター設定,ノエル 通常,,
本文,生き方が違う,We have different lives.,
アクター設定,ノエル 通常,,
本文,だから…,So...,
アクター設定,カイト 不信・怒り,,
本文,…,...,
アクター設定,カイト 不信・怒り,,
本文,ごめん \N[14],Sorry\c \N[14].,
アクター設定,ノエル 通常,,
本文,いや… \.今のは\.,No\c I was wrong\c too.,
本文,こっちも悪かった,,
アクター設定,ノエル 通常,,
本文,…！,...!,
アクター設定,ノエル 通常,,
本文,\N[5] 後ろ！,Behind you!,
アクター設定,カイト 驚き・動揺,,
本文,えっ！？,What?!,
アクター設定,ノエル 通常,,
本文,なんだよ こいつ！,What is this thing?!,
アクター設定,カイト 特殊１,,
本文,もしかして…,Wait...,
アクター設定,カイト 特殊１,,
本文,地下道にいたマモノ？,Is it a monster from the tunnel?,
アクター設定,ノエル 通常,,
本文,ちょ\. 勘弁してくれよ！,What?\. Give me a break!,
アクター設定,ノエル 通常,,
本文,どうすんだよ \N[5]\.,What are we gonna do?\.,
本文,降りられねえじゃんか！,We can't get down now!,
アクター設定,カイト 不信・怒り,,
本文,\N[14] 下がってて,Stay back.,
アクター設定,ノエル 通常,,
本文,あ？\.,What?\.,
本文,何のつもりだよ,What are you gonna do?,
アクター設定,カイト 不信・怒り,,
本文,ボクがなんとかする,I'll handle this.,
アクター設定,ノエル 通常,,
本文,何言ってんだ\.,What are you talking about?,
本文,そんなことできるわけが…,You can't do that...,
アクター設定,カイト 攻撃時,,
本文,いいから！,I've got this!,
