アクター設定,,
本文,いつかのどかな風景で\|\^,Someday There Will Be Blue Skies\|\^
アクター設定,アーシア 通常,
本文,\N[3]さーん,\N[3].
アクター設定,レミィ 通常,
本文,…,...
アクター設定,レミィ 通常,
本文,何かしら？,What do you want?
アクター設定,アーシア 通常,
本文,ズバリ！\.,All right!\.
本文,お聞きしますけど,I'll come right out and ask.
アクター設定,アーシア 通常,
本文,どうして野菜に目覚めたんです？,What woke you up to vegetables?
アクター設定,レミィ 不信・怒り,
本文,野菜は…,I didn't\.
アクター設定,レミィ 通常,
本文,目覚めないわ,wake up to vegetables.
アクター設定,アーシア 勝利・喜び,
本文,そういうことじゃなくてですね…,You know that's not what I meant.
アクター設定,アーシア 通常,
本文,楽しいんです？,Are they fun?
アクター設定,レミィ 通常,
本文,…,...
アクター設定,レミィ 通常,
本文,えぇ,Yes.
アクター設定,レミィ 通常,
本文,野菜を育てるのは\.,I enjoy\.
本文,楽しいわ,growing them.
アクター設定,アーシア 通常,
本文,どの辺が楽しいんです？,What's fun about it?
アクター設定,レミィ 通常,
本文,種を蒔いて,Planting the seeds\c
アクター設定,レミィ 通常,
本文,芽が出るのを待ち,then waiting for them to sprout.
アクター設定,レミィ 通常,
本文,少しずつ,And when they do\c
本文,成長していく様を見守るの,watching as they slowly grow larger.
アクター設定,レミィ 通常,
本文,楽しいわ,That's fun.
アクター設定,レミィ 通常,
本文,子供の成長と同じように,It's like watching a child grow up.
アクター設定,アーシア 笑顔,
本文,あぁ！\.,Aha!\.
本文,なるほど,That makes sense.
アクター設定,アーシア 通常,
本文,たしかに\N[3]さん\.,I can see where\.
本文,子供から好かれますからねぇ,kids must really like you.
アクター設定,レミィ 通常,
本文,…,...
アクター設定,レミィ 特殊１,
本文,そう？,And?
アクター設定,アーシア 笑顔,
本文,おおぅ！\.,Um!\.
本文,自覚なかったんです？,So nothing opened your eyes to them?
アクター設定,レミィ 通常,
本文,いえ…,No.
アクター設定,レミィ 不信・怒り,
本文,ただ…,I just...
アクター設定,レミィ 通常,
本文,もう二度と\.,I never want to\.
本文,戦争も起きず…,see another war.
アクター設定,レミィ 通常,
本文,マモノも存在しない,I want us all to live
アクター設定,レミィ 通常,
本文,誰も不幸にならない,in a pleasant era
アクター設定,レミィ 通常,
本文,そんな健やかな時代が\.,where there are no monsters\.
本文,来るといいわね,and nobody has to suffer.
アクター設定,アーシア 驚き・動揺,
本文,…,...
アクター設定,アーシア 勝利・喜び,
本文,そうっすね,Me too.
