アクター設定,アーシア 通常,,
本文,ところで…,By the way\c\.,
アクター設定,アーシア 通常,,
本文,今日はおひとりなんです？,are you alone today?,
アクター設定,ソラ 通常,,
本文,あぁ\. そうだよ,Yeah.,
アクター設定,ソラ 通常,,
本文,今日は\.,I have some personal\.,
本文,個人的な野暮用で来てるから,errands today.,
アクター設定,ソラ 通常,,
本文,子供たちの面倒は\.,I left \N[2]\. to watch the kids.,
本文,\N[2]に任せてきた,,
アクター設定,アーシア 驚き・動揺,,
本文,みなさん\.,They're all in\.,
本文,ロストワールドにいるんでしたっけ…？,the Lost World\c right?,
アクター設定,アーシア 驚き・動揺,,
本文,ぶっちゃけどうなんです？,How is it?,
アクター設定,アーシア 笑顔,,
本文,居心地いいっすか？,You guys settle in?,
アクター設定,ソラ 不信・怒り,,
本文,んー…,Hmm.,
アクター設定,ソラ 通常,,
本文,ここに比べたら田舎で\.,It's way more rural than here\c\.,
本文,不便なこともあるけど,so there are some inconveniences.,
アクター設定,ソラ 通常,,
本文,入植者が色んなところからやってくるし,We get newcomers coming from all over.,
アクター設定,ソラ 通常,,
本文,空気もきれいで自然も豊かだし,The sky is pretty and it's full of nature.,
アクター設定,ソラ 笑顔,,
本文,特に不自由はしてないよ,There aren't any discomforts.,
アクター設定,アーシア 笑顔,,
本文,いやいや\.,Right\c right.,
本文,その…\.金回り的なところで…,I was more wondering\.,about financial opportunities...
アクター設定,ソラ 驚き・動揺,,
本文,は？,What?,
アクター設定,アーシア 勝利・喜び,,
本文,あぁ\.いや\.,Oh\c you know\c\.,
本文,別にやましいことじゃないっすよ,nothing sordid or anything.,
アクター設定,アーシア 通常,,
本文,あたしは情報屋なんで,I'm an informant.,
アクター設定,ソラ 不信・怒り,,
本文,まったく\.,You haven't\.,
本文,変わってないな,changed at all.,
アクター設定,アーシア 笑顔,,
本文,おかげさまで,Thank you.,
アクター設定,ソラ 驚き・動揺,,
本文,まったく…,Honestly...,
アクター設定,ソラ 驚き・動揺,,
本文,まぁ\. そういうのは\.,Well\c\. I don't think\.,
本文,特にないんじゃない…？,there's much of that.,
アクター設定,ソラ 通常,,
本文,なんせ…\.,I mean\c\.,
本文,田舎だからさ,it's the countryside.,
アクター設定,アーシア 不信・怒り,,
本文,なーんだ\.,Oh.\.,
本文,つまんないっすね,Sounds boring.,
