アクター設定,傭兵くずれ 通常,,
本文,魔法使いがマモノになるって噂も\.,It could be the Anti-Wizard Coalition\.,
本文,反魔法使い連合が広めたのかもしれないな,who spread the rumor that,wizards turn into monsters.
アクター設定,傭兵くずれ 通常,,
本文,まぁ 肝心の魔法使いは\.,Well\c\.,
本文,もうほとんど見なくなっちまったけどな,we hardly see wizards anymore.,
アクター設定,傭兵くずれ 通常,,
本文,最近 どうにも\.,They've been acting,
本文,キナ臭くてな…,really suspicious lately.,
アクター設定,カイト 通常,,
本文,何かあったんですか？,What happened?,
アクター設定,傭兵くずれ 通常,,
本文,反魔法使い連合の動きが,The Anti-Wizard Coalition,
本文,活発になってるらしい,have made some moves lately.,
アクター設定,カイト 通常,,
本文,反魔法使い連合…？,The Anti-Wizard Coalition?,
アクター設定,傭兵くずれ 通常,,
本文,知らないか\.,You haven't heard of them?,
本文,反魔法使い連合っていうのは…,,
アクター設定,傭兵くずれ 通常,,
本文,二年前の内紛中…\.,During the civil war two years ago...\.,
本文,つまり 結晶化騒動だな,In other words\c the crystallization strife.,
アクター設定,傭兵くずれ 通常,,
本文,あの時期から\.,They've been seen\.,
本文,目撃されるようになった,since around that time.,
アクター設定,傭兵くずれ 通常,,
本文,宗教組織\.,They're like a religious group.\.,
本文,みたいなもんだな,,
アクター設定,カイト 通常,,
本文,怖いですね…,That's scary.,
アクター設定,傭兵くずれ 通常,,
本文,あの頃は,Things were a lot less safe,
本文,今より治安が悪かったからな,back then.,
アクター設定,傭兵くずれ 通常,,
本文,黒い雪の夜が起きてからは\.,They quieted down\.,
本文,静かだったんだが,after the night of black snow.,
アクター設定,傭兵くずれ 通常,,
本文,最近また活発になっているらしい,However\c,they've become active again recently.
アクター設定,傭兵くずれ 通常,,
本文,まぁ 坊主に言っても仕方ないけどな\.,I guess there's not much ,
本文,用心するに越したことはないぜ,you can do about it.,Just keep an eye out for them.
