アクター設定,ニナ 不信・怒り,,
本文,\N[6]さん\.,\N[6].\.,
本文,\N[7]さんのこと好きなんですよね？,You must like \N[7].,
アクター設定,ソラ 特殊１,,
本文,す\. す\. 好きって！？,Wh-What?! Like?!,
アクター設定,ニナ 不信・怒り,,
本文,知ってますよ\.,I already know.\.,
本文,お二人が…,That you two...,
アクター設定,ソラ 不信・怒り,,
本文,\N[2]！,\N[2]!,
アクター設定,ソラ 特殊１,,
本文,大人をからかうんじゃない！,Don't tease grown ups!,
アクター設定,ソラ 不信・怒り,,
本文,怒るよ？,I'll get mad.,
アクター設定,ニナ 驚き・動揺,,
本文,んもぅ…,Honestly.,
アクター設定,ニナ 不信・怒り,,
本文,遊びで魔法使ってるわけじゃないですから！,I'm not using magic for the fun of it.,
アクター設定,ソラ 不信・怒り,,
本文,じゃあ何のために,Then why are you helping,
本文,マモノ退治なんて手伝ってるんだ！？,with the monster exterminations?,
アクター設定,ニナ 驚き・動揺,,
本文,それは…,That's...,
アクター設定,ニナ 不信・怒り,,
本文,孤児院の経営の足しになるかと思って！,I thought it would earn some money,to help the orphanage!
アクター設定,ソラ 驚き・動揺,,
本文,へ…？,What?,
アクター設定,ニナ 不信・怒り,,
本文,\N[6]さん一人で\.,Are you planning on\.,
本文,ずっと切り盛りするつもりですか！？,supporting this place yourself?,
アクター設定,ニナ 不信・怒り,,
本文,他に人を雇えるぐらい\.,I want you to be able to\.,
本文,余裕を持って欲しいんです！,hire someone else\c at least!,
アクター設定,ソラ 不信・怒り,,
本文,アタシのことは関係ないじゃない！,It's got nothing to do with me!,
アクター設定,ニナ 不信・怒り,,
本文,関係あります！,Yes\c it does!,
アクター設定,ニナ 驚き・動揺,,
本文,知ってますよ！\.,I know!\.,
本文,\N[6]さん本当は…,I know that you really...,
アクター設定,ニナ 驚き・動揺,,
本文,\N[7]さんと一緒に出かけたり\.,That you really want to be able\.,
本文,食事に行きたいのに我慢しているの！,to go out with \N[7]\c,but you hold back.
アクター設定,ソラ 特殊１,,
本文,\N[7]と！？\.,With \N[7]?!\.,
本文,アタシが！？,Me?!,
アクター設定,ニナ 不信・怒り,,
本文,違うんですか？,Am I wrong?,
アクター設定,ソラ 特殊１,,
本文,そ\. それは…,Th-That's...,
アクター設定,ソラ 特殊１,,
本文,その…\.,You know...\.,
本文,つまり…,,
アクター設定,ソラ 驚き・動揺,,
本文,\N[2]\.,\N[2].\.,
本文,魔法使うの負担になってない？,Is using magic a burden?,
アクター設定,ニナ 笑顔,,
本文,ううん\.,No.\.,
本文,むしろスカッとして好きですよ,It actually feels liberating.,
アクター設定,ソラ 特殊１,,
本文,スカッとする？,Liberating?,
アクター設定,ソラ 不信・怒り,,
本文,そんな理由で\.,I don't allow you to use magic\.,
本文,お前に魔法を使うのを許してるんじゃない！,for a reason like that!,
アクター設定,ニナ 不信・怒り,,
本文,んもぅ…\.,Honestly...\.,
本文,わかってますよ！,I know that!,
アクター設定,ソラ 不信・怒り,,
本文,アタシが\N[2]に魔法を許してるのは\.,The reason I allow you to use magic\.,
本文,いざという時にここを護るためだ,is to protect yourself when you need to.,
アクター設定,ソラ 不信・怒り,,
本文,魔法は遊びじゃないんだぞ！,Magic isn't fun and games!,
アクター設定,ソラ 笑顔,,
本文,\N[2]じゃない,If it isn't \N[2].,
アクター設定,ソラ 驚き・動揺,,
本文,働きすぎじゃないか？\.,Are you working too hard?\.,
本文,無理してない？,Pushing yourself too much?,
アクター設定,ニナ 通常,,
本文,問題ないですよ\.,I'm fine.\.,
本文,\N[6]さんは心配しすぎです,You worry too much.,
アクター設定,ソラ 不信・怒り,,
本文,それならいいけど…,I hope that's the case.,
アクター設定,ソラ 不信・怒り,,
本文,魔法を使うときは\.,Be careful\.,
本文,くれぐれも気を付けるように,when you use magic.,
アクター設定,ニナ 通常,,
本文,わかってますよ,I know.,
アクター設定,ソラ 驚き・動揺,,
本文,あと…,Also...,
アクター設定,ニナ 不信・怒り,,
本文,んもぅ…\.,Honestly...\.,
本文,\N[6]さん会う度に同じこと話してます,You say the same thing,every time I see you.
アクター設定,ソラ 驚き・動揺,,
本文,あ…\. 悪い,Oh...\. Sorry.,
アクター設定,ソラ 通常,,
本文,ただ…\.,It's just\.,
本文,街が穏やかになるつつあるけどさ,I know the city,is getting safer\c
アクター設定,ソラ 不信・怒り,,
本文,もしもこの孤児院に何かあったら…,but if something happens to the orphanage...,
アクター設定,ニナ 通常,,
本文,だいじょうぶですよ\.,Don't worry.\.,
本文,みんなも気を付けてますし,Everyone's being careful.,
アクター設定,ソラ 驚き・動揺,,
本文,そっか…,Okay.,
