アクター設定,,,,
本文,魔法使えるんだよね？,You can use magic\c right?,,
アクター設定,ニナ 通常,,,
本文,\N[5]は魔法が使える\.,I heard you can use magic\c \N[5].,,
本文,って聞いてるけど… そうだよね？,You can\c right?,,
アクター設定,カイト 通常,,,
本文,（どう答えようかな…）,(How should I answer?),,
選択肢の準備,使えるよ,実は使えないんだ…,I can.,Actually\c I can't.
選択肢の遷移先,0,使えるよ,I can.,
アクター設定,ニナ 笑顔,,,
本文,わたしと同じだね\.,You're just like me\c then.\.,,
本文,良かったぁ,Glad to hear it!,,
選択肢の遷移先,1,実は使えないんだ…,Actually\c I can't.,
アクター設定,ニナ 驚き・動揺,,,
本文,えっ！？\.,Huh?!\.,,
本文,\N[6]さんから聞いてた話と違う？,That isn't what \N[6] told me.,,
アクター設定,カイト 笑顔,,,
本文,いや…\.,Well\c I mean...\.,,
本文,そんなに達者じゃないってだけだよ,I'm not particularly good at it.,,
アクター設定,ニナ 驚き・動揺,,,
本文,あぁ…\.,Ohhh.,,
本文,ビックリした,You had me going there!,,
アクター設定,ニナ 通常,,,
本文,だったら\.,So\c\.,,
本文,魔法の装備とか熟練度とか,when it comes to equipped spells and ranks\c,,
アクター設定,ニナ 通常,,,
本文,その辺のことは大丈夫？\.,you should know about that already\c\. right?,,
本文,説明した方が良い？,Need me to explain them?,,
アクター設定,カイト 通常,,,
本文,（ええっと…）,(Hmm...),,
選択肢の準備,説明してほしい,今日はちょっと…,I'd like that.,Not today.
選択肢の遷移先,0,説明してほしい,I'd like that.,
アクター設定,ニナ 通常,,,
本文,そっか…\.,I see\c I see.\.,,
本文,念のために確認しておこうよ,Well\c just to make sure...,,
選択肢の遷移先,1,今日はちょっと…,Not today.,
アクター設定,ニナ 通常,,,
本文,そっか…,I see...,,
アクター設定,ニナ 通常,,,
本文,\N[5]は優秀だし\.,Well\c\. you're pretty talented.\.,,
本文,問題ないよね,You should be fine.,,
