アクター設定,チャラ男 通常,,
本文,…,...,
アクター設定,チャラ男 通常,,
本文,ひどい…\.,That's so mean.,
本文,ひどすぎる…,,
アクター設定,チャラ男 通常,,
本文,なぁ…\.,Hey.\.,
本文,日中仕事してない男ってどう思う？,What do you think about guys,who don't work during the day?
アクター設定,マリー 通常,,
本文,生きてる価値ないと思うよ,I think they don't deserve,to live.
アクター設定,チャラ男 通常,,
本文,そこまでいうか！？,Are you serious?!,
アクター設定,マリー 笑顔,,
本文,だってそんなやつ\.,I mean\c guys like them\.,
本文,ただの(*自主規制*)製造機じゃん,are good-for-nothing freeloaders.,
アクター設定,チャラ男 通常,,
本文,…,...,
アクター設定,チャラ男 通常,,
本文,ひどい…\.,That's so mean.,
本文,ひどすぎる…,,
