アクター設定,ソラ 不信・怒り,
本文,…\|\^,...\|\^
アクター設定,ソラ 不信・怒り,
本文,\N[7]…\|\^,\N[7]...\|\^
アクター設定,ソラ 不信・怒り,
本文,中に入るんだ\|\^,Get inside.\|\^
アクター設定,ソラ 不信・怒り,
本文,まだマモノが\.,There could still be\. monsters left.\|\^
本文,残っているかもしれないんだ\|\^,
アクター設定,ミシェル 不信・怒り,
本文,…\|\^,....\|\^
アクター設定,ミシェル 不信・怒り,
本文,ゴメンナサイ\.,I'm sorry\c\.
本文,\N[6]さん\|\^,\N[6].\|\^
アクター設定,ミシェル 特殊１,
本文,ですけれど…\.,However\c\.
本文,どうしても心配で\|\^,I'm still worried.\|\^
アクター設定,ソラ 不信・怒り,
本文,…\|\^,...\|\^
アクター設定,ソラ 不信・怒り,
本文,気持ちはわかる\|\^,I know how you feel.\|\^
アクター設定,ソラ 不信・怒り,
本文,でも 今はダメだ\|\^,But now is not the time.\|\^
アクター設定,ミシェル 不信・怒り,
本文,わかっています\|\^,I know that.\|\^
アクター設定,ソラ 特殊１,
本文,全然わかってないじゃない！\|\^,You don't!\|\^
アクター設定,ミシェル 不信・怒り,
本文,\N[6]さん…？\|\^,\N[6]?\|\^
アクター設定,ソラ 驚き・動揺,
本文,つまり\. その…\.,In other words...
本文,あれだ！\|\^,It's that!\|\^
アクター設定,ソラ 不信・怒り,
本文,\N[7]…\|\^,\N[7]...\|\^
アクター設定,ソラ 不信・怒り,
本文,アタシを\|\^,Don't...\|\^
アクター設定,ソラ 特殊１,
本文,アタシを\.心配させるんじゃない！\|\^,make me worried!\|\^
