アクター設定,チャラ男 通常,,
本文,なぁ…\.,Hey.\.,
本文,農園で働く男ってどうよ？,What do you think about guys,who work at a farm?
アクター設定,アーシア 通常,,
本文,平凡でつまんないっすね,Plain and boring.,
アクター設定,チャラ男 通常,,
本文,ひどい言い様だな…,That's harsh.,
アクター設定,アーシア 笑顔,,
本文,まぁ\. 退屈そうですが,I mean\c\. it seems boring\c,
本文,平穏で良いとは思いますけどね,but I think it's nice and peaceful.,
アクター設定,チャラ男 通常,,
本文,そうか？,Yeah?,
アクター設定,アーシア 笑顔,,
本文,\N[3]さんとは\.,Probably wouldn't be suited\.,
本文,釣り合わなくなるんでしょうけれど,to date \N[3]\c though.,
アクター設定,チャラ男 通常,,
本文,そうか…,I see.,
アクター設定,チャラ男 通常,,
本文,なぁ…\.,Hey.\.,
本文,そろそろ真面目に働こうと思うんだが,So I'm thinking about finally,getting a job.
アクター設定,アーシア 通常,,
本文,良いんじゃないです？,Sounds good to me.,
アクター設定,チャラ男 通常,,
本文,何か良い仕事はないか？,Are there any good jobs out there?,
アクター設定,アーシア 通常,,
本文,農園にでも行ってみたらどうです？,How about going to a farm?,
アクター設定,アーシア 笑顔,,
本文,あたしは農作業\.,I'd rather die\.,
本文,嫌ですけど,than do farm work\c though.,
