アクター設定,偏屈じいさん 通常,,
本文,えーい…\.,Bah.\.,
本文,魔法なんぞが生まれてなければ,If only magic never existed.,
アクター設定,偏屈じいさん 通常,,
本文,ワシ自ら戦争に行けたというのに…,I would've been able to go to war myself.,
アクター設定,マリー 通常,,
本文,その辺り 当事者としてはどう思ってるの？,As someone who was there\c,what do you think?
アクター設定,レミィ 通常,,
本文,…,...,
アクター設定,マリー 通常,,
本文,おーい\. 聞いてるか？,Hey.\. Are you listening to me?,
アクター設定,レミィ 通常,,
本文,…私？,Me?,
アクター設定,マリー 通常,,
本文,他にいないでしょ\.,Who else here is a war veteran?\.,
本文,戦争経験者,,
アクター設定,レミィ 通常,,
本文,…,...,
アクター設定,レミィ 通常,,
本文,昔の話をしてどうなるのかしら？,What's the point of talking about the past?,
アクター設定,偏屈じいさん 通常,,
本文,まったく！\.,Honestly!,
本文,いつになったらこの国は大きくなるんだ！,When will this country grow?!,
アクター設定,偏屈じいさん 通常,,
本文,西国なんぞ また戦争をしかけて\.,We should attack the west again\.,
本文,飲み込んでしまえばいいものを,and swallow them up.,
