アクター設定,マリー 笑顔,,
本文,\N[5]くん\.,How are you feeling\c\.,
本文,気分はどうかね？,\N[5]?,
アクター設定,カイト 通常,,
本文,気分って…\.,How do I feel?\.,
本文,別に普通ですよ,Normal.,
アクター設定,マリー 驚き・動揺,,
本文,ふーん…,Yeah?,
アクター設定,マリー 通常,,
本文,もっと落ち込んでるかと思ってたけど\.,I thought you'd be more depressed\c\.,
本文,そうでもないじゃん,but I guess not.,
アクター設定,マリー 笑顔,,
本文,\N[2]くん良かったね,Isn't that nice\c \N[2]?,
アクター設定,ニナ 驚き・動揺,,
本文,全然良くありません！,No\c it's not!,
アクター設定,ニナ 驚き・動揺,,
本文,休憩時間直前に来るなら\.,If you're going to come,
本文,注文ぐらいとってください！,right before my break\c\.,you could at least order something!
アクター設定,マリー 笑顔,,
本文,じゃあアタシは…,Then I'll have the...,
アクター設定,ニナ 驚き・動揺,,
本文,もう休憩時間入ってます！,It's already time for my break!,
アクター設定,ニナ 驚き・動揺,,
本文,んもぅ…,Honestly...,
アクター設定,マリー 通常,,
本文,なんだよー,Come on.,
アクター設定,マリー 不信・怒り,,
本文,ふたりとも忙しそうにしてて\.,You two have been so busy\c\.,
本文,全然話せてないだろうなぁと思って,you haven't had a chance to talk\c,right?
アクター設定,マリー 不信・怒り,,
本文,せっかくこうやって\.,And here I am\c\.,
本文,場を設けてあげてるのに,giving you the chance.,
アクター設定,ニナ 不信・怒り,,
本文,たまたま忙しかっただけです,I was just busy.,
アクター設定,ニナ 通常,,
本文,\N[5]も…\.そうでしょ？,You were too\c weren't you\c \N[5]?,
アクター設定,カイト 通常,,
本文,うん…\.まぁ,Yeah\c I guess so.\.,
アクター設定,マリー 不信・怒り,,
本文,ふーん…\.それじゃあ,Yeah?\. Well then...,
アクター設定,マリー 驚き・動揺,,
本文,\N[14]くんについての調査は\.,How is your investigation\.,
本文,順調に進んでおるのかね？,into \N[14]?,
アクター設定,マリー 通常,,
本文,あ！\.,Oh!\.,
本文,一応 断っておくけど,Just to make it clear.,
アクター設定,マリー 笑顔,,
本文,何があってもアタシは\.,Whatever happens\c\.,
本文,\N[5]くんの味方だからね,I'm on your side.,
アクター設定,マリー 笑顔,,
本文,なんたって…,I mean...,
アクター設定,マリー 特殊１,,
本文,アタシは\N[5]くんの保護者！\.,I'm like your guardian\.,
本文,みたいなもんだからね,after all.,
アクター設定,ニナ 驚き・動揺,,
本文,はいはい…,Yes\c yes.,
アクター設定,ニナ 通常,,
本文,\N[5],\N[5].,
アクター設定,ニナ 通常,,
本文,遠征から戻ってきてから\.,I'm sorry I haven't been able to help,
本文,手伝えなくてごめんね,since you returned from the expedition.,
アクター設定,カイト 通常,,
本文,ううん\.,No\c\.,
本文,\N[2]には助けてもらってばかりだから,you've helped me enough as it is.,
アクター設定,カイト 笑顔,,
本文,気にしないで,Don't worry about it.,
アクター設定,マリー 通常,,
本文,で…\.どうなのさ？,So\c\. what's the deal?,
アクター設定,カイト 不信・怒り,,
本文,それは…,Well...,
アクター設定,マリー 不信・怒り,,
本文,全然って感じだね,Seems like you haven't gotten anywhere.,
アクター設定,カイト 不信・怒り,,
本文,ボク…\.\N[3]さんがいない間に,I did a lot of thinking\.,
本文,色々考えたんだ,while \N[3] was gone.,
アクター設定,ニナ 通常,,
本文,ん？\.どんなこと？,Hm?\. About what?,
アクター設定,カイト 不信・怒り,,
本文,ボクが \N[3]さんのところにいられたのは,About how the only reason,
アクター設定,カイト 不信・怒り,,
本文,魔法が使えるからだったのかなって,I could be with \N[3] is because,I can use magic.
アクター設定,カイト 不信・怒り,,
本文,でも\. ボクは結局\.,But I only ended up\.,
本文,足手まといだったし,getting in the way.,
アクター設定,カイト 不信・怒り,,
本文,迷惑かけてばかりだった,I'm always causing her trouble.,
アクター設定,マリー 驚き・動揺,,
本文,それはあの女が,She's the one who invited you.,
本文,勝手に誘ってきたんじゃん,,
アクター設定,ニナ 不信・怒り,,
本文,\N[4]さん…！,\N[4]!,
アクター設定,マリー 驚き・動揺,,
本文,おおぅ\. 怖っ！,Whoa!\. That was scary!,
アクター設定,ニナ 通常,,
本文,それで…？,Go on.,
アクター設定,カイト 不信・怒り,,
本文,\N[14]のことも…,And about \N[14]...,
アクター設定,カイト 不信・怒り,,
本文,あの時は…\.,I think she just learned\.,
本文,魔法が使えるようになったばかりで,how to use magic\c,
アクター設定,カイト 不信・怒り,,
本文,自分に力があるんだって,so she got carried away.,
本文,調子に乗っていたんだと思う,,
アクター設定,マリー 不信・怒り,,
本文,…,...,
アクター設定,ニナ 特殊１,,
本文,…,...,
アクター設定,カイト 不信・怒り,,
本文,ボク…\.,I think I want to\.,
本文,魔法使いをやめようと思うんだ,quit magic.,
アクター設定,マリー 驚き・動揺,,
本文,えーっ！？,What?!,
アクター設定,マリー 不信・怒り,,
本文,\N[14]くんのことは？,What about \N[14]?,
アクター設定,カイト 不信・怒り,,
本文,…,...,
アクター設定,カイト 不信・怒り,,
本文,諦めようかと,I might give up.,
アクター設定,マリー 驚き・動揺,,
本文,それは…\^,That's...\^,
アクター設定,マリー 驚き・動揺,,
本文,\N[2]…\.くん？,\N[2]...\.?,
アクター設定,ニナ 不信・怒り,,
本文,おかしいよ,Not right.,
アクター設定,ニナ 不信・怒り,,
本文,\N[5]は\N[14]さんのこと,You care about \N[14]!,
本文,大事なんでしょ！,,
アクター設定,ニナ 不信・怒り,,
本文,好きだったんでしょ！,You liked her!,
アクター設定,ニナ 驚き・動揺,,
