アクター設定,怪しい女 通常,
本文,それでぇ…\.,So\c\.
本文,\N[1]はどうするの？,what are you going to do?
アクター設定,怪しい女 通常,
本文,飼うの？,Keep him?
アクター設定,アーシア 勝利・喜び,
本文,そういうんじゃないです,It's not like that.
アクター設定,怪しい女 通常,
本文,…？,...?
アクター設定,怪しい女 通常,
本文,そうなの？,Really?
アクター設定,アーシア 通常,
本文,今まで通り\.,I'll be taking care of him\.
本文,お世話係ですよ,like I have.
アクター設定,アーシア 笑顔,
本文,（今日はデートですけどね…）,(Although\c we're on a date today.)
アクター設定,怪しい女 通常,
本文,あら\.,Oh\c\.
本文,\N[1]じゃない,if it isn't \N[1].
アクター設定,怪しい女 通常,
本文,あらあら？\.,Is this the...?
本文,もしかしてその子…,
アクター設定,アーシア 通常,
本文,ん…？,Hm?
アクター設定,アーシア 通常,
本文,\N[5]さんですか？,\N[5]?
アクター設定,怪しい女 通常,
本文,目を覚ましたのかしら？,He woke up?
アクター設定,アーシア 通常,
本文,そうなんすよ,Yeah.
アクター設定,アーシア 笑顔,
本文,五年待った甲斐がありましたぜ,It was worth the five-year wait.
アクター設定,怪しい女 通常,
本文,ふ～ん…\.,I see.\.
本文,この子が\. ねぇ…,So this is the boy.
アクター設定,カイト 笑顔,
本文,（言い知れない不安を感じるなぁ…）,(What's this uneasy feeling I'm having?)
